0.000000, 1.000000
0.000500, 0.477426
0.001000, -0.049936
0.001500, -0.056400
0.002000, -0.067956
0.002500, -0.082973
0.003000, -0.086802
0.003500, -0.084815
0.004000, -0.087949
0.004500, -0.094981
0.005000, -0.089256
0.005500, -0.068477
0.006000, -0.048912
0.006500, -0.032786
0.007000, -0.015262
0.007500, 0.003418
0.008000, 0.023027
0.008500, 0.040540
0.009000, 0.051047
0.009500, 0.057968
0.010000, 0.061397
0.010500, 0.047393
0.011000, 0.029886
0.011500, 0.021326
0.012000, 0.003845
0.012500, -0.017625
0.013000, -0.030260
0.013500, -0.037540
0.014000, -0.047569
0.014500, -0.055832
0.015000, -0.052178
0.015500, -0.042692
0.016000, -0.032446
0.016500, -0.022264
0.017000, -0.015249
0.017500, -0.007004
0.018000, -0.001059
0.018500, 0.008828
0.019000, 0.023766
0.019500, 0.024783
0.020000, 0.021735
0.020500, 0.023959
0.021000, 0.025814
0.021500, 0.019739
0.022000, 0.001860
0.022500, -0.010752
0.023000, -0.011756
0.023500, -0.013906
0.024000, -0.022005
0.024500, -0.031030
0.025000, -0.031712
0.025500, -0.025910
0.026000, -0.021500
0.026500, -0.011876
0.027000, 0.002623
0.027500, 0.006757
0.028000, 0.001598
0.028500, 0.002676
0.029000, 0.006859
0.029500, 0.004438
0.030000, 0.003366
0.030500, 0.010162
0.031000, 0.008485
0.031500, 0.000123
0.032000, 0.001737
0.032500, 0.000614
0.033000, -0.005250
0.033500, -0.012246
0.034000, -0.019517
0.034500, -0.015931
0.035000, -0.012715
0.035500, -0.010330
0.036000, -0.003134
0.036500, -0.004093
0.037000, -0.006574
0.037500, 0.000259
0.038000, 0.003448
0.038500, 0.000743
0.039000, 0.004807
0.039500, 0.006371
0.040000, 0.007772
0.040500, 0.015043
0.041000, 0.012753
0.041500, 0.005026
0.042000, 0.005778
0.042500, 0.007477
0.043000, 0.002113
0.043500, -0.002937
0.044000, -0.010058
0.044500, -0.016473
0.045000, -0.012390
0.045500, -0.006657
0.046000, -0.006239
0.046500, -0.003611
0.047000, 0.001782
0.047500, 0.001164
0.048000, -0.001679
0.048500, 0.000288
0.049000, 0.009900
0.049500, 0.015517
0.050000, 0.005483
0.050500, -0.000652
0.051000, 0.004509
0.051500, 0.002269
0.052000, -0.004150
0.052500, -0.003151
0.053000, -0.005515
0.053500, -0.009882
0.054000, -0.004624
0.054500, 0.002330
0.055000, 0.001210
0.055500, -0.001900
0.056000, 0.002365
0.056500, 0.008454
0.057000, 0.005218
0.057500, -0.000306
0.058000, 0.000783
0.058500, -0.001279
0.059000, -0.005549
0.059500, -0.004565
0.060000, -0.007201
0.060500, -0.012084
0.061000, -0.006191
0.061500, 0.005321
0.062000, 0.007032
0.062500, 0.000766
0.063000, -0.004628
0.063500, -0.004019
0.064000, 0.005380
0.064500, 0.009107
0.065000, 0.004840
0.065500, 0.004259
0.066000, 0.001794
0.066500, -0.001133
0.067000, 0.002489
0.067500, 0.004282
0.068000, -0.001799
0.068500, -0.008289
0.069000, -0.006339
0.069500, -0.002949
0.070000, -0.005590
0.070500, -0.005427
0.071000, -0.002957
0.071500, -0.005190
0.072000, -0.005603
0.072500, -0.001406
0.073000, 0.001806
0.073500, 0.004040
0.074000, 0.005770
0.074500, 0.005617
0.075000, 0.005474
0.075500, 0.005827
0.076000, 0.006214
0.076500, 0.004772
0.077000, -0.002229
0.077500, -0.009660
0.078000, -0.010537
0.078500, -0.005349
0.079000, 0.001227
0.079500, 0.001245
0.080000, -0.004380
0.080500, -0.003046
0.081000, 0.004328
0.081500, 0.005615
0.082000, 0.001286
0.082500, -0.003981
0.083000, -0.006904
0.083500, -0.002810
0.084000, 0.000372
0.084500, 0.000309
0.085000, 0.002156
0.085500, 0.001261
0.086000, -0.000519
0.086500, 0.001940
0.087000, 0.006305
0.087500, 0.006030
0.088000, 0.002955
0.088500, 0.000331
0.089000, -0.004661
0.089500, -0.009702
0.090000, -0.007344
0.090500, 0.001010
0.091000, 0.005569
0.091500, 0.004017
0.092000, -0.000830
0.092500, -0.002891
0.093000, -0.003078
0.093500, -0.003712
0.094000, 0.000354
0.094500, 0.004013
0.095000, 0.003553
0.095500, 0.003181
0.096000, 0.001484
0.096500, -0.002499
0.097000, -0.002730
0.097500, 0.002635
0.098000, 0.004709
0.098500, 0.002070
0.099000, -0.000639
0.099500, 0.000295
0.100000, 0.003461
0.100500, 0.002337
0.101000, -0.003525
0.101500, -0.008966
0.102000, -0.006029
0.102500, 0.001594
0.103000, 0.005071
0.103500, 0.001626
0.104000, -0.002191
0.104500, 0.000163
0.105000, 0.000752
0.105500, -0.001823
0.106000, -0.001981
0.106500, -0.001158
0.107000, 0.002947
0.107500, 0.009373
0.108000, 0.004557
0.108500, -0.004066
0.109000, -0.002061
0.109500, -0.002513
0.110000, -0.007292
0.110500, -0.008449
0.111000, -0.007358
0.111500, -0.003050
0.112000, 0.002180
0.112500, 0.003708
0.113000, 0.001110
0.113500, -0.001843
0.114000, -0.002335
0.114500, 0.001035
0.115000, 0.003118
0.115500, -0.001702
0.116000, -0.006912
0.116500, -0.004149
0.117000, 0.001876
0.117500, 0.003180
0.118000, 0.002516
0.118500, 0.002183
0.119000, 0.003103
0.119500, 0.004814
0.120000, 0.001255
0.120500, -0.005217
0.121000, -0.006631
0.121500, -0.004348
0.122000, -0.001588
0.122500, 0.001240
0.123000, 0.000910
0.123500, 0.000238
0.124000, 0.002976
0.124500, 0.004944
0.125000, 0.004274
0.125500, 0.003270
0.126000, 0.004219
0.126500, 0.003339
0.127000, -0.001743
0.127500, -0.004076
0.128000, -0.003251
0.128500, -0.003041
0.129000, -0.000659
0.129500, 0.001087
0.130000, 0.001270
0.130500, 0.002721
0.131000, 0.002684
0.131500, -0.000190
0.132000, -0.004453
0.132500, -0.005399
0.133000, -0.002973
0.133500, 0.002884
0.134000, 0.006117
0.134500, -0.000282
0.135000, -0.002309
0.135500, 0.003284
0.136000, 0.004304
0.136500, 0.000224
0.137000, -0.004345
0.137500, -0.003855
0.138000, -0.001632
0.138500, -0.001923
0.139000, 0.002264
0.139500, 0.005331
0.140000, 0.003094
0.140500, -0.000677
0.141000, -0.004069
0.141500, 0.001832
0.142000, 0.009141
0.142500, 0.005311
0.143000, 0.001140
0.143500, -0.000050
0.144000, -0.000563
0.144500, 0.001937
0.145000, 0.003695
0.145500, 0.003746
0.146000, 0.001098
0.146500, -0.001517
0.147000, -0.000423
0.147500, 0.000587
0.148000, -0.003206
0.148500, -0.008105
0.149000, -0.006186
0.149500, 0.001160
0.150000, 0.004606
0.150500, 0.000907
0.151000, -0.002422
0.151500, -0.002061
0.152000, -0.001205
0.152500, 0.000204
0.153000, 0.000800
0.153500, -0.000320
0.154000, 0.001538
0.154500, 0.003572
0.155000, 0.002503
0.155500, 0.001569
0.156000, -0.000216
0.156500, -0.002441
0.157000, 0.000453
0.157500, 0.004205
0.158000, 0.003153
0.158500, -0.001324
0.159000, -0.007363
0.159500, -0.007959
0.160000, -0.003109
0.160500, -0.000263
0.161000, -0.002644
0.161500, -0.004590
0.162000, -0.002786
0.162500, -0.001388
0.163000, -0.001741
0.163500, 0.002739
0.164000, 0.008796
0.164500, 0.007535
0.165000, 0.006882
0.165500, 0.007281
0.166000, 0.003075
0.166500, -0.004394
0.167000, -0.008634
0.167500, -0.005014
0.168000, -0.000107
0.168500, -0.000010
0.169000, -0.004738
0.169500, -0.004467
0.170000, -0.000567
0.170500, -0.001876
0.171000, 0.000524
0.171500, 0.001525
0.172000, -0.000709
0.172500, 0.003208
0.173000, 0.003962
0.173500, 0.002511
0.174000, 0.004469
0.174500, 0.003745
0.175000, 0.002177
0.175500, 0.002533
0.176000, 0.000575
0.176500, -0.003724
0.177000, -0.004321
0.177500, -0.002647
0.178000, -0.004813
0.178500, -0.004770
0.179000, -0.001587
0.179500, -0.002723
0.180000, -0.004410
0.180500, -0.004739
0.181000, -0.004612
0.181500, -0.002128
0.182000, 0.003210
0.182500, 0.007223
0.183000, 0.001977
0.183500, -0.002220
0.184000, 0.001633
0.184500, 0.003214
0.185000, 0.001570
0.185500, 0.001360
0.186000, 0.001154
0.186500, -0.002349
0.187000, -0.002630
0.187500, -0.001111
0.188000, -0.002483
0.188500, -0.002077
0.189000, -0.002692
0.189500, -0.001968
0.190000, 0.002919
0.190500, 0.004044
0.191000, 0.000977
0.191500, 0.000760
0.192000, 0.002016
0.192500, 0.001954
0.193000, 0.001986
0.193500, 0.001638
0.194000, -0.002377
0.194500, -0.007273
0.195000, -0.005587
0.195500, -0.002957
0.196000, -0.003157
0.196500, -0.001551
0.197000, 0.000899
0.197500, 0.000446
0.198000, -0.000101
0.198500, 0.001613
0.199000, 0.001403
0.199500, 0.001167
0.200000, 0.001870
0.200500, 0.000736
0.201000, 0.000589
0.201500, 0.003301
0.202000, 0.003735
0.202500, 0.002378
0.203000, 0.001093
0.203500, -0.000146
0.204000, 0.000984
0.204500, -0.002541
0.205000, -0.005606
0.205500, -0.001704
0.206000, -0.002545
0.206500, -0.005329
0.207000, -0.003519
0.207500, -0.000859
0.208000, 0.001264
0.208500, 0.003813
0.209000, 0.005889
0.209500, 0.006582
0.210000, 0.008244
0.210500, 0.008552
0.211000, 0.004259
0.211500, -0.000876
0.212000, -0.003578
0.212500, -0.005263
0.213000, -0.000804
0.213500, 0.002761
0.214000, -0.001132
0.214500, -0.000808
0.215000, 0.001830
0.215500, -0.000737
0.216000, -0.007139
0.216500, -0.010374
0.217000, -0.005304
0.217500, 0.001523
0.218000, 0.001248
0.218500, -0.002832
0.219000, 0.000077
0.219500, 0.005342
0.220000, 0.005508
0.220500, 0.005740
0.221000, 0.004198
0.221500, 0.003236
0.222000, 0.003317
0.222500, 0.001156
0.223000, 0.001415
0.223500, -0.000141
0.224000, -0.004486
0.224500, -0.005107
0.225000, -0.005783
0.225500, -0.010284
0.226000, -0.009744
0.226500, -0.004644
0.227000, -0.000590
0.227500, 0.002438
0.228000, 0.000724
0.228500, -0.002893
0.229000, 0.000040
0.229500, 0.006746
0.230000, 0.004160
0.230500, 0.001190
0.231000, 0.005808
0.231500, 0.006790
0.232000, 0.002725
0.232500, -0.001722
0.233000, -0.001417
0.233500, -0.001987
0.234000, -0.006757
0.234500, -0.006421
0.235000, -0.004752
0.235500, -0.005524
0.236000, -0.000797
0.236500, 0.002407
0.237000, -0.002454
0.237500, -0.003204
0.238000, -0.002150
0.238500, -0.000650
0.239000, 0.008825
0.239500, 0.014142
0.240000, 0.012526
0.240500, 0.008674
0.241000, 0.004932
0.241500, 0.004110
0.242000, -0.003159
0.242500, -0.008944
