Freq, Iw(45ps, hann), Iw(45ps, w/o hann)
0.000000, 0.732155, 0.673687
7.333333, 0.757128, 0.790641
14.666667, 0.820520, 0.773512
22.000000, 0.903940, 0.944398
29.333333, 0.940980, 0.953412
36.666667, 0.939036, 0.912684
44.000000, 0.953234, 0.977372
51.333333, 0.990548, 0.945487
58.666667, 1.057368, 1.093815
66.000000, 1.121782, 1.096290
73.333333, 1.175630, 1.200966
80.666667, 1.142020, 1.204380
88.000000, 1.087766, 0.958248
95.333333, 1.084839, 1.230099
102.666667, 1.061311, 0.920863
110.000000, 1.083205, 1.173594
117.333333, 1.159345, 1.064770
124.666667, 1.232371, 1.334223
132.000000, 1.243741, 1.196179
139.333333, 1.310753, 1.248276
146.666667, 1.430527, 1.550460
154.000000, 1.472621, 1.373089
161.333333, 1.575710, 1.593772
168.666667, 1.604229, 1.742051
176.000000, 1.628842, 1.338992
183.333333, 1.885166, 2.095392
190.666667, 1.949086, 2.010737
198.000000, 1.776609, 1.679293
205.333333, 1.814339, 1.737159
212.666667, 1.933376, 2.103881
220.000000, 1.924586, 1.788749
227.333333, 1.835261, 2.016822
234.666667, 1.890559, 1.518537
242.000000, 1.996622, 2.508500
249.333333, 1.778313, 1.450984
256.666667, 1.785393, 1.702728
264.000000, 2.063193, 2.285039
271.333333, 2.019392, 1.979883
278.666667, 1.857068, 1.832679
286.000000, 1.947294, 1.783266
293.333333, 2.066766, 2.390357
300.666667, 2.096452, 1.703153
308.000000, 2.303242, 2.589126
315.333333, 2.218330, 2.331227
322.666667, 2.030451, 1.621606
330.000000, 2.632947, 2.547503
337.333333, 3.130004, 3.814539
344.666667, 2.509912, 2.343041
352.000000, 1.776037, 1.539635
359.333333, 1.773243, 1.682233
366.666667, 2.226719, 2.189183
374.000000, 2.968071, 2.846294
381.333333, 3.406769, 3.990168
388.666667, 3.447240, 2.800532
396.000000, 3.646098, 4.197339
403.333333, 3.520760, 3.388828
410.666667, 3.095735, 3.108325
418.000000, 3.163564, 2.777881
425.333333, 3.640687, 3.990306
432.666667, 3.936907, 3.803295
440.000000, 4.014264, 4.151071
447.333333, 4.043757, 3.952703
454.666667, 3.803132, 4.117615
462.000000, 3.293823, 3.024007
469.333333, 3.325883, 3.010358
476.666667, 3.627683, 4.258908
484.000000, 3.640138, 2.982470
491.333333, 4.087681, 4.336875
498.666667, 4.602627, 4.694744
506.000000, 4.804106, 4.683555
