'freq[cm-1]','tip3p[200ps/hann]', 'spce/qspcfw[200ps/hann]', 'spce/spcfw[200ps/hann]', 'spce[200ps/hann]', 'opc3pol[200ps/hann]'
15445.650000,0.495931,0.497193,0.502006,0.502798,0.506257
15447.300000,0.495937,0.497197,0.502056,0.502845,0.506324
15448.950000,0.495945,0.497199,0.502033,0.502874,0.506303
15450.600000,0.495967,0.497138,0.501998,0.502871,0.506217
15452.250000,0.495947,0.497017,0.501980,0.502844,0.506240
15453.900000,0.495925,0.496981,0.501979,0.502853,0.506260
15455.550000,0.495932,0.497047,0.502012,0.502880,0.506197
15457.200000,0.495888,0.497071,0.502030,0.502903,0.506163
15458.850000,0.495828,0.497051,0.502032,0.502914,0.506168
15460.500000,0.495861,0.497098,0.502046,0.502896,0.506173
15462.150000,0.495944,0.497140,0.502039,0.502865,0.506188
15463.800000,0.495941,0.497089,0.502019,0.502831,0.506186
15465.450000,0.495860,0.497039,0.502031,0.502818,0.506153
15467.100000,0.495848,0.497010,0.502010,0.502824,0.506171
15468.750000,0.495898,0.497073,0.501994,0.502838,0.506246
15470.400000,0.495913,0.497168,0.502021,0.502851,0.506301
15472.050000,0.495880,0.497117,0.502097,0.502859,0.506288
15473.700000,0.495878,0.497049,0.502120,0.502852,0.506227
15475.350000,0.495936,0.497071,0.502001,0.502799,0.506178
15477.000000,0.495941,0.497138,0.501916,0.502744,0.506170
15478.650000,0.495917,0.497195,0.501918,0.502751,0.506197
15480.300000,0.495899,0.497196,0.501946,0.502816,0.506202
15481.950000,0.495864,0.497145,0.501941,0.502868,0.506172
15483.600000,0.495870,0.497090,0.501914,0.502872,0.506180
15485.250000,0.495879,0.497070,0.501925,0.502838,0.506231
15486.900000,0.495915,0.497088,0.501939,0.502773,0.506257
15488.550000,0.495998,0.497117,0.501977,0.502764,0.506264
15490.200000,0.496004,0.497124,0.502020,0.502829,0.506261
15491.850000,0.495902,0.497120,0.501983,0.502866,0.506230
15493.500000,0.495838,0.497133,0.501960,0.502864,0.506179
15495.150000,0.495867,0.497141,0.501995,0.502852,0.506147
15496.800000,0.495908,0.497127,0.501976,0.502848,0.506156
15498.450000,0.495919,0.497082,0.501921,0.502839,0.506165
15500.100000,0.495918,0.497043,0.501897,0.502791,0.506216
15501.750000,0.495921,0.497070,0.501944,0.502788,0.506248
15503.400000,0.495901,0.497124,0.501988,0.502849,0.506202
15505.050000,0.495853,0.497128,0.501975,0.502853,0.506189
15506.700000,0.495846,0.497101,0.501953,0.502831,0.506195
15508.350000,0.495885,0.497150,0.501937,0.502834,0.506172
15510.000000,0.495919,0.497181,0.501995,0.502837,0.506127
15511.650000,0.495977,0.497126,0.502044,0.502883,0.506111
15513.300000,0.496005,0.497085,0.502003,0.502892,0.506151
15514.950000,0.495962,0.497026,0.501983,0.502857,0.506169
15516.600000,0.495920,0.497014,0.502001,0.502887,0.506124
15518.250000,0.495909,0.497058,0.502058,0.502897,0.506068
15519.900000,0.495904,0.497051,0.502095,0.502849,0.506065
15521.550000,0.495907,0.497048,0.502044,0.502877,0.506113
15523.200000,0.495870,0.497092,0.502003,0.502974,0.506178
15524.850000,0.495804,0.497149,0.502002,0.502938,0.506268
15526.500000,0.495835,0.497119,0.502019,0.502803,0.506321
15528.150000,0.495908,0.497037,0.502025,0.502769,0.506270
15529.800000,0.495960,0.497036,0.501968,0.502796,0.506202
15531.450000,0.495967,0.497062,0.501926,0.502806,0.506176
15533.100000,0.495916,0.497040,0.501973,0.502812,0.506190
15534.750000,0.495896,0.497060,0.502019,0.502789,0.506189
15536.400000,0.495907,0.497098,0.502005,0.502787,0.506133
15538.050000,0.495886,0.497075,0.502028,0.502814,0.506162
15539.700000,0.495889,0.497076,0.502064,0.502822,0.506246
15541.350000,0.495937,0.497104,0.502012,0.502855,0.506246
15543.000000,0.495913,0.497108,0.501932,0.502832,0.506228
15544.650000,0.495877,0.497068,0.501901,0.502775,0.506189
15546.300000,0.495920,0.497065,0.501951,0.502792,0.506171
15547.950000,0.495931,0.497119,0.502072,0.502810,0.506204
15549.600000,0.495887,0.497122,0.502106,0.502818,0.506177
15551.250000,0.495862,0.497085,0.502007,0.502824,0.506157
15552.900000,0.495852,0.497069,0.502001,0.502824,0.506173
15554.550000,0.495863,0.497103,0.502046,0.502837,0.506154
15556.200000,0.495895,0.497139,0.501972,0.502822,0.506152
15557.850000,0.495909,0.497115,0.501926,0.502830,0.506184
15559.500000,0.495906,0.497063,0.502005,0.502847,0.506214
15561.150000,0.495879,0.497069,0.502054,0.502820,0.506209
15562.800000,0.495834,0.497105,0.502003,0.502803,0.506153
15564.450000,0.495837,0.497101,0.501955,0.502807,0.506099
15566.100000,0.495894,0.497093,0.502003,0.502833,0.506086
15567.750000,0.495954,0.497095,0.502034,0.502901,0.506104
15569.400000,0.495951,0.497102,0.501953,0.502940,0.506124
15571.050000,0.495920,0.497091,0.501928,0.502893,0.506151
15572.700000,0.495915,0.497064,0.501994,0.502887,0.506182
15574.350000,0.495899,0.497066,0.502001,0.502952,0.506229
15576.000000,0.495902,0.497101,0.501967,0.502954,0.506261
15577.650000,0.495915,0.497139,0.501960,0.502912,0.506232
15579.300000,0.495899,0.497178,0.501959,0.502881,0.506221
15580.950000,0.495905,0.497197,0.501961,0.502865,0.506226
15582.600000,0.495897,0.497131,0.501961,0.502897,0.506191
15584.250000,0.495841,0.497025,0.501933,0.502893,0.506192
15585.900000,0.495811,0.497027,0.501929,0.502829,0.506226
15587.550000,0.495870,0.497076,0.501984,0.502864,0.506171
15589.200000,0.495941,0.497058,0.502048,0.502944,0.506120
15590.850000,0.495918,0.497049,0.502044,0.502860,0.506145
15592.500000,0.495875,0.497064,0.501980,0.502765,0.506171
15594.150000,0.495870,0.497090,0.501953,0.502791,0.506213
15595.800000,0.495866,0.497104,0.502031,0.502810,0.506306
15597.450000,0.495883,0.497061,0.502066,0.502849,0.506312
15599.100000,0.495932,0.497025,0.501996,0.502884,0.506260
15600.750000,0.495956,0.497056,0.501979,0.502836,0.506264
15602.400000,0.495927,0.497080,0.501987,0.502788,0.506241
15604.050000,0.495897,0.497072,0.501950,0.502787,0.506208
15605.700000,0.495904,0.497127,0.501906,0.502802,0.506149
15607.350000,0.495951,0.497160,0.501928,0.502835,0.506093
15609.000000,0.495964,0.497090,0.502021,0.502829,0.506139
15610.650000,0.495892,0.497030,0.502061,0.502809,0.506195
15612.300000,0.495816,0.497016,0.502001,0.502827,0.506176
15613.950000,0.495846,0.497028,0.501965,0.502823,0.506175
15615.600000,0.495942,0.497054,0.501947,0.502855,0.506223
15617.250000,0.495973,0.497090,0.501930,0.502845,0.506192
15618.900000,0.495915,0.497143,0.502005,0.502735,0.506138
15620.550000,0.495850,0.497138,0.502030,0.502691,0.506158
15622.200000,0.495826,0.497064,0.501998,0.502705,0.506170
15623.850000,0.495817,0.497046,0.502023,0.502728,0.506157
15625.500000,0.495796,0.497071,0.502041,0.502768,0.506205
15627.150000,0.495807,0.497076,0.502059,0.502803,0.506236
15628.800000,0.495898,0.497132,0.502075,0.502816,0.506168
15630.450000,0.495959,0.497187,0.502057,0.502793,0.506140
15632.100000,0.495917,0.497135,0.502051,0.502769,0.506166
15633.750000,0.495880,0.497080,0.502058,0.502738,0.506137
15635.400000,0.495861,0.497070,0.502043,0.502742,0.506124
15637.050000,0.495833,0.497052,0.502045,0.502818,0.506189
15638.700000,0.495845,0.497081,0.502055,0.502848,0.506227
15640.350000,0.495840,0.497125,0.502038,0.502853,0.506214
15642.000000,0.495860,0.497131,0.501976,0.502858,0.506191
15643.650000,0.495923,0.497111,0.501904,0.502813,0.506157
15645.300000,0.495930,0.497076,0.501928,0.502825,0.506186
15646.950000,0.495918,0.497102,0.501988,0.502854,0.506214
15648.600000,0.495944,0.497155,0.502015,0.502796,0.506201
15650.250000,0.496003,0.497156,0.502032,0.502739,0.506212
15651.900000,0.496008,0.497130,0.501987,0.502729,0.506164
15653.550000,0.495945,0.497084,0.501957,0.502740,0.506121
15655.200000,0.495880,0.497067,0.501983,0.502728,0.506179
15656.850000,0.495856,0.497083,0.501982,0.502724,0.506209
15658.500000,0.495880,0.497087,0.501959,0.502774,0.506181
15660.150000,0.495909,0.497085,0.501959,0.502832,0.506149
15661.800000,0.495942,0.497064,0.501975,0.502830,0.506130
15663.450000,0.495940,0.497052,0.501969,0.502810,0.506168
15665.100000,0.495916,0.497086,0.501983,0.502840,0.506197
15666.750000,0.495907,0.497092,0.502016,0.502858,0.506204
15668.400000,0.495880,0.497053,0.502008,0.502890,0.506237
15670.050000,0.495914,0.497085,0.502008,0.502942,0.506201
15671.700000,0.495975,0.497131,0.502014,0.502933,0.506135
15673.350000,0.495962,0.497087,0.501988,0.502889,0.506119
15675.000000,0.495924,0.497067,0.501992,0.502834,0.506102
15676.650000,0.495883,0.497119,0.501990,0.502793,0.506117
15678.300000,0.495921,0.497133,0.501938,0.502816,0.506193
15679.950000,0.496001,0.497115,0.501936,0.502852,0.506247
15681.600000,0.495940,0.497141,0.501974,0.502824,0.506229
15683.250000,0.495862,0.497167,0.501934,0.502783,0.506165
15684.900000,0.495930,0.497151,0.501884,0.502804,0.506135
15686.550000,0.495984,0.497103,0.501921,0.502857,0.506161
15688.200000,0.495946,0.497061,0.501952,0.502875,0.506167
15689.850000,0.495896,0.497034,0.501922,0.502884,0.506141
15691.500000,0.495851,0.497036,0.501904,0.502914,0.506161
15693.150000,0.495840,0.497170,0.501944,0.502878,0.506201
15694.800000,0.495870,0.497274,0.501989,0.502797,0.506176
15696.450000,0.495924,0.497154,0.501978,0.502760,0.506134
15698.100000,0.495984,0.497065,0.501943,0.502807,0.506098
15699.750000,0.495964,0.497116,0.501953,0.502870,0.506085
15701.400000,0.495914,0.497145,0.501994,0.502864,0.506148
15703.050000,0.495941,0.497117,0.502044,0.502872,0.506215
15704.700000,0.495947,0.497083,0.502053,0.502872,0.506213
15706.350000,0.495913,0.497102,0.502006,0.502841,0.506193
15708.000000,0.495876,0.497091,0.501989,0.502846,0.506185
15709.650000,0.495877,0.497040,0.501984,0.502824,0.506160
15711.300000,0.495944,0.497037,0.501959,0.502794,0.506183
15712.950000,0.496003,0.497048,0.501986,0.502821,0.506231
15714.600000,0.496036,0.497067,0.502027,0.502822,0.506211
15716.250000,0.495993,0.497093,0.502008,0.502804,0.506160
15717.900000,0.495894,0.497110,0.502014,0.502853,0.506140
15719.550000,0.495847,0.497117,0.502015,0.502917,0.506183
15721.200000,0.495863,0.497118,0.501967,0.502886,0.506212
15722.850000,0.495868,0.497086,0.501951,0.502825,0.506178
15724.500000,0.495827,0.497076,0.502010,0.502820,0.506147
15726.150000,0.495799,0.497106,0.502085,0.502805,0.506120
15727.800000,0.495822,0.497103,0.502050,0.502763,0.506135
15729.450000,0.495862,0.497093,0.501991,0.502804,0.506190
15731.100000,0.495905,0.497064,0.502004,0.502884,0.506193
15732.750000,0.495945,0.497055,0.502033,0.502873,0.506176
15734.400000,0.495955,0.497094,0.502035,0.502853,0.506202
15736.050000,0.495935,0.497096,0.501987,0.502839,0.506190
15737.700000,0.495898,0.497068,0.501947,0.502814,0.506167
15739.350000,0.495908,0.497075,0.501957,0.502820,0.506221
15741.000000,0.495949,0.497137,0.501947,0.502833,0.506242
15742.650000,0.495947,0.497170,0.501901,0.502822,0.506219
15744.300000,0.495930,0.497111,0.501902,0.502789,0.506228
15745.950000,0.495916,0.497061,0.501938,0.502791,0.506191
15747.600000,0.495912,0.497129,0.501945,0.502811,0.506093
15749.250000,0.495923,0.497221,0.501926,0.502804,0.506104
15750.900000,0.495915,0.497210,0.501931,0.502811,0.506189
15752.550000,0.495909,0.497155,0.501985,0.502785,0.506148
15754.200000,0.495897,0.497097,0.502032,0.502760,0.506071
15755.850000,0.495851,0.497087,0.502011,0.502806,0.506063
15757.500000,0.495822,0.497114,0.501945,0.502821,0.506102
15759.150000,0.495847,0.497083,0.501922,0.502837,0.506148
15760.800000,0.495887,0.497058,0.501944,0.502852,0.506166
15762.450000,0.495941,0.497085,0.502003,0.502812,0.506183
15764.100000,0.495997,0.497090,0.502069,0.502790,0.506184
15765.750000,0.496051,0.497085,0.502043,0.502798,0.506203
15767.400000,0.496063,0.497140,0.502003,0.502808,0.506228
15769.050000,0.495989,0.497158,0.501996,0.502840,0.506180
15770.700000,0.495962,0.497144,0.501966,0.502879,0.506136
15772.350000,0.495943,0.497148,0.501931,0.502853,0.506119
15774.000000,0.495894,0.497080,0.501925,0.502799,0.506093
15775.650000,0.495889,0.497030,0.501920,0.502773,0.506149
15777.300000,0.495856,0.497087,0.501895,0.502770,0.506208
15778.950000,0.495826,0.497126,0.501931,0.502788,0.506161
15780.600000,0.495850,0.497099,0.501997,0.502823,0.506115
15782.250000,0.495839,0.497078,0.502020,0.502848,0.506121
15783.900000,0.495810,0.497091,0.502018,0.502817,0.506130
15785.550000,0.495897,0.497110,0.501966,0.502766,0.506132
15787.200000,0.496018,0.497091,0.501944,0.502787,0.506143
15788.850000,0.495945,0.497043,0.501965,0.502844,0.506167
15790.500000,0.495853,0.497027,0.501973,0.502891,0.506161
15792.150000,0.495940,0.497084,0.501997,0.502926,0.506146
15793.800000,0.496017,0.497125,0.501998,0.502890,0.506203
15795.450000,0.495987,0.497113,0.501980,0.502821,0.506237
15797.100000,0.495917,0.497119,0.501964,0.502793,0.506214
15798.750000,0.495894,0.497120,0.501954,0.502805,0.506183
15800.400000,0.495915,0.497122,0.501974,0.502826,0.506121
15802.050000,0.495909,0.497142,0.501971,0.502827,0.506116
15803.700000,0.495902,0.497161,0.501977,0.502802,0.506131
15805.350000,0.495884,0.497169,0.501994,0.502755,0.506107
15807.000000,0.495851,0.497180,0.501964,0.502744,0.506116
15808.650000,0.495908,0.497190,0.501955,0.502784,0.506128
15810.300000,0.495980,0.497162,0.501967,0.502772,0.506129
15811.950000,0.495949,0.497159,0.501960,0.502755,0.506156
15813.600000,0.495911,0.497176,0.501986,0.502798,0.506195
15815.250000,0.495891,0.497148,0.502025,0.502834,0.506184
15816.900000,0.495863,0.497138,0.502022,0.502823,0.506145
15818.550000,0.495846,0.497188,0.502003,0.502778,0.506147
15820.200000,0.495819,0.497220,0.502012,0.502802,0.506201
15821.850000,0.495826,0.497180,0.502039,0.502862,0.506270
15823.500000,0.495890,0.497111,0.502060,0.502859,0.506260
15825.150000,0.495915,0.497071,0.502058,0.502843,0.506188
15826.800000,0.495921,0.497076,0.502002,0.502803,0.506201
15828.450000,0.495907,0.497114,0.501949,0.502761,0.506292
15830.100000,0.495838,0.497152,0.501979,0.502787,0.506325
15831.750000,0.495855,0.497126,0.502041,0.502820,0.506260
15833.400000,0.495935,0.497103,0.502070,0.502799,0.506183
15835.050000,0.495945,0.497119,0.502052,0.502786,0.506204
15836.700000,0.495897,0.497109,0.501986,0.502840,0.506261
15838.350000,0.495871,0.497109,0.501939,0.502852,0.506250
15840.000000,0.495906,0.497123,0.501953,0.502798,0.506169
15841.650000,0.495921,0.497114,0.501972,0.502792,0.506107
15843.300000,0.495888,0.497097,0.501957,0.502831,0.506121
15844.950000,0.495907,0.497092,0.501913,0.502845,0.506131
15846.600000,0.495946,0.497094,0.501921,0.502820,0.506171
15848.250000,0.495935,0.497086,0.501958,0.502791,0.506232
15849.900000,0.495915,0.497085,0.501926,0.502768,0.506213
15851.550000,0.495904,0.497141,0.501894,0.502778,0.506182
15853.200000,0.495922,0.497205,0.501905,0.502794,0.506204
15854.850000,0.495917,0.497190,0.501960,0.502782,0.506221
15856.500000,0.495917,0.497159,0.501983,0.502814,0.506189
15858.150000,0.495934,0.497153,0.501922,0.502838,0.506203
15859.800000,0.495867,0.497134,0.501896,0.502816,0.506261
15861.450000,0.495802,0.497117,0.501902,0.502800,0.506203
15863.100000,0.495799,0.497132,0.501899,0.502781,0.506091
15864.750000,0.495806,0.497118,0.501925,0.502807,0.506092
15866.400000,0.495819,0.497081,0.501972,0.502839,0.506169
15868.050000,0.495856,0.497099,0.501992,0.502789,0.506185
15869.700000,0.495867,0.497133,0.501946,0.502765,0.506163
15871.350000,0.495883,0.497134,0.501994,0.502789,0.506150
15873.000000,0.495921,0.497120,0.502117,0.502779,0.506157
15874.650000,0.495902,0.497106,0.502055,0.502781,0.506190
15876.300000,0.495942,0.497117,0.501916,0.502800,0.506162
15877.950000,0.495991,0.497148,0.501906,0.502798,0.506135
15879.600000,0.495947,0.497126,0.501962,0.502833,0.506179
15881.250000,0.495899,0.497098,0.501971,0.502882,0.506214
15882.900000,0.495872,0.497112,0.501951,0.502868,0.506209
15884.550000,0.495888,0.497119,0.501976,0.502817,0.506195
15886.200000,0.495887,0.497090,0.501974,0.502776,0.506139
15887.850000,0.495915,0.497053,0.501960,0.502774,0.506082
15889.500000,0.495979,0.497075,0.501991,0.502805,0.506121
15891.150000,0.495961,0.497122,0.501992,0.502818,0.506150
15892.800000,0.495986,0.497147,0.501975,0.502754,0.506142
15894.450000,0.496012,0.497121,0.501970,0.502736,0.506153
15896.100000,0.495933,0.497096,0.501955,0.502796,0.506185
15897.750000,0.495879,0.497122,0.501933,0.502805,0.506214
15899.400000,0.495930,0.497121,0.501930,0.502822,0.506184
15901.050000,0.495974,0.497099,0.501978,0.502843,0.506146
15902.700000,0.495915,0.497103,0.502000,0.502798,0.506130
15904.350000,0.495847,0.497129,0.501981,0.502783,0.506156
15906.000000,0.495833,0.497156,0.501957,0.502834,0.506232
15907.650000,0.495852,0.497168,0.501924,0.502891,0.506266
15909.300000,0.495866,0.497169,0.501915,0.502901,0.506226
15910.950000,0.495856,0.497146,0.501932,0.502882,0.506193
15912.600000,0.495838,0.497089,0.501935,0.502851,0.506177
15914.250000,0.495872,0.497058,0.501918,0.502796,0.506163
15915.900000,0.495931,0.497087,0.501929,0.502798,0.506176
15917.550000,0.495909,0.497102,0.501935,0.502806,0.506195
15919.200000,0.495871,0.497105,0.501925,0.502814,0.506192
15920.850000,0.495874,0.497128,0.501912,0.502871,0.506163
15922.500000,0.495940,0.497148,0.501919,0.502853,0.506163
15924.150000,0.495978,0.497170,0.501972,0.502797,0.506206
15925.800000,0.495901,0.497176,0.501976,0.502802,0.506199
15927.450000,0.495837,0.497162,0.501974,0.502833,0.506134
15929.100000,0.495805,0.497160,0.501983,0.502859,0.506111
15930.750000,0.495792,0.497166,0.501965,0.502879,0.506130
15932.400000,0.495825,0.497149,0.501960,0.502853,0.506153
15934.050000,0.495843,0.497102,0.501962,0.502812,0.506158
15935.700000,0.495871,0.497056,0.501965,0.502815,0.506145
15937.350000,0.495944,0.497075,0.501973,0.502814,0.506167
15939.000000,0.495960,0.497160,0.501985,0.502779,0.506246
15940.650000,0.495942,0.497169,0.501985,0.502734,0.506281
15942.300000,0.495951,0.497105,0.501971,0.502738,0.506182
15943.950000,0.495885,0.497087,0.501948,0.502766,0.506105
15945.600000,0.495847,0.497100,0.501932,0.502781,0.506127
15947.250000,0.495899,0.497112,0.501952,0.502766,0.506195
15948.900000,0.495905,0.497118,0.501980,0.502785,0.506235
15950.550000,0.495932,0.497108,0.501988,0.502839,0.506173
15952.200000,0.495954,0.497090,0.501946,0.502825,0.506097
15953.850000,0.495939,0.497097,0.501902,0.502822,0.506111
15955.500000,0.495960,0.497124,0.501941,0.502838,0.506162
15957.150000,0.495922,0.497131,0.501966,0.502819,0.506168
15958.800000,0.495894,0.497121,0.501955,0.502828,0.506177
15960.450000,0.495929,0.497097,0.501987,0.502834,0.506191
15962.100000,0.495905,0.497045,0.502014,0.502805,0.506186
15963.750000,0.495828,0.497018,0.501975,0.502800,0.506197
15965.400000,0.495828,0.497044,0.501925,0.502824,0.506190
15967.050000,0.495869,0.497063,0.501934,0.502884,0.506151
15968.700000,0.495877,0.497102,0.501960,0.502908,0.506141
15970.350000,0.495922,0.497157,0.501978,0.502865,0.506183
15972.000000,0.495989,0.497141,0.501982,0.502828,0.506181
15973.650000,0.496020,0.497112,0.501974,0.502806,0.506149
15975.300000,0.495995,0.497126,0.501971,0.502803,0.506161
15976.950000,0.495934,0.497132,0.501941,0.502786,0.506161
15978.600000,0.495887,0.497111,0.501902,0.502736,0.506135
15980.250000,0.495895,0.497066,0.501928,0.502758,0.506141
15981.900000,0.495897,0.497049,0.501987,0.502815,0.506165
15983.550000,0.495871,0.497073,0.501987,0.502811,0.506157
15985.200000,0.495879,0.497076,0.501975,0.502810,0.506139
15986.850000,0.495876,0.497073,0.501966,0.502787,0.506156
15988.500000,0.495857,0.497089,0.501942,0.502770,0.506204
15990.150000,0.495863,0.497089,0.501964,0.502794,0.506225
15991.800000,0.495889,0.497087,0.502007,0.502780,0.506210
15993.450000,0.495934,0.497110,0.502009,0.502733,0.506211
15995.100000,0.495948,0.497129,0.502007,0.502699,0.506219
15996.750000,0.495909,0.497156,0.502021,0.502725,0.506236
15998.400000,0.495898,0.497160,0.502037,0.502833,0.506263
16000.050000,0.495901,0.497115,0.502013,0.502917,0.506240
16001.700000,0.495879,0.497089,0.501930,0.502908,0.506254
16003.350000,0.495841,0.497101,0.501902,0.502859,0.506292
16005.000000,0.495842,0.497125,0.501978,0.502796,0.506229
16006.650000,0.495878,0.497133,0.502006,0.502789,0.506136
16008.300000,0.495868,0.497119,0.501960,0.502818,0.506070
16009.950000,0.495895,0.497132,0.501966,0.502801,0.506096
16011.600000,0.495950,0.497158,0.501969,0.502825,0.506176
16013.250000,0.495936,0.497112,0.501940,0.502881,0.506155
16014.900000,0.495915,0.497091,0.501940,0.502883,0.506119
16016.550000,0.495939,0.497141,0.501937,0.502825,0.506153
16018.200000,0.495959,0.497133,0.501947,0.502757,0.506183
16019.850000,0.495932,0.497091,0.501974,0.502744,0.506197
16021.500000,0.495925,0.497113,0.501950,0.502811,0.506200
16023.150000,0.495965,0.497166,0.501953,0.502891,0.506170
16024.800000,0.495990,0.497168,0.502005,0.502839,0.506133
16026.450000,0.495957,0.497142,0.502012,0.502752,0.506093
16028.100000,0.495929,0.497121,0.502016,0.502783,0.506055
16029.750000,0.495911,0.497132,0.501993,0.502824,0.506071
16031.400000,0.495880,0.497141,0.501953,0.502826,0.506122
16033.050000,0.495879,0.497133,0.501940,0.502859,0.506135
16034.700000,0.495847,0.497144,0.501917,0.502879,0.506129
16036.350000,0.495842,0.497135,0.501939,0.502854,0.506143
16038.000000,0.495908,0.497121,0.501972,0.502834,0.506138
16039.650000,0.495941,0.497145,0.501947,0.502807,0.506138
16041.300000,0.495923,0.497163,0.501945,0.502790,0.506199
16042.950000,0.495920,0.497148,0.501963,0.502802,0.506239
16044.600000,0.495915,0.497134,0.501940,0.502753,0.506182
16046.250000,0.495872,0.497140,0.501962,0.502742,0.506148
16047.900000,0.495860,0.497149,0.502054,0.502823,0.506189
16049.550000,0.495893,0.497117,0.502072,0.502820,0.506217
16051.200000,0.495944,0.497115,0.502013,0.502787,0.506221
16052.850000,0.495945,0.497124,0.501994,0.502815,0.506187
16054.500000,0.495895,0.497058,0.502007,0.502843,0.506124
16056.150000,0.495930,0.497042,0.501969,0.502834,0.506111
16057.800000,0.495959,0.497060,0.501988,0.502807,0.506113
16059.450000,0.495903,0.497085,0.502040,0.502854,0.506101
16061.100000,0.495884,0.497154,0.501996,0.502914,0.506119
16062.750000,0.495891,0.497164,0.501980,0.502879,0.506117
16064.400000,0.495904,0.497140,0.501990,0.502833,0.506110
16066.050000,0.495873,0.497160,0.501935,0.502820,0.506132
16067.700000,0.495801,0.497158,0.501884,0.502799,0.506141
16069.350000,0.495828,0.497139,0.501923,0.502787,0.506121
16071.000000,0.495904,0.497138,0.501971,0.502796,0.506104
16072.650000,0.495915,0.497118,0.501996,0.502790,0.506134
16074.300000,0.495909,0.497107,0.502027,0.502774,0.506176
16075.950000,0.495896,0.497097,0.501983,0.502801,0.506193
16077.600000,0.495874,0.497089,0.501913,0.502839,0.506183
16079.250000,0.495883,0.497149,0.501907,0.502842,0.506174
16080.900000,0.495897,0.497231,0.501938,0.502865,0.506166
16082.550000,0.495886,0.497251,0.501952,0.502863,0.506117
16084.200000,0.495865,0.497212,0.501957,0.502800,0.506084
16085.850000,0.495875,0.497156,0.501985,0.502801,0.506071
16087.500000,0.495944,0.497126,0.501989,0.502822,0.506059
16089.150000,0.495983,0.497132,0.501954,0.502886,0.506113
16090.800000,0.495951,0.497160,0.501981,0.502964,0.506170
16092.450000,0.495956,0.497178,0.501991,0.502884,0.506128
16094.100000,0.495949,0.497166,0.501951,0.502803,0.506063
16095.750000,0.495895,0.497128,0.501954,0.502824,0.506075
16097.400000,0.495883,0.497090,0.501942,0.502832,0.506117
16099.050000,0.495892,0.497077,0.501951,0.502820,0.506115
16100.700000,0.495886,0.497097,0.501986,0.502794,0.506108
16102.350000,0.495855,0.497168,0.501993,0.502757,0.506146
16104.000000,0.495834,0.497188,0.501988,0.502794,0.506163
16105.650000,0.495858,0.497101,0.502009,0.502863,0.506129
16107.300000,0.495886,0.497065,0.502023,0.502903,0.506099
16108.950000,0.495897,0.497123,0.501980,0.502917,0.506090
16110.600000,0.495929,0.497169,0.501959,0.502850,0.506086
16112.250000,0.495946,0.497179,0.501966,0.502758,0.506114
16113.900000,0.495884,0.497179,0.501980,0.502722,0.506187
16115.550000,0.495833,0.497187,0.501991,0.502744,0.506207
16117.200000,0.495891,0.497178,0.501986,0.502786,0.506131
16118.850000,0.495942,0.497155,0.501966,0.502817,0.506082
16120.500000,0.495874,0.497175,0.501963,0.502808,0.506111
16122.150000,0.495833,0.497187,0.502004,0.502764,0.506154
16123.800000,0.495901,0.497138,0.501985,0.502759,0.506179
16125.450000,0.495946,0.497117,0.501932,0.502794,0.506139
16127.100000,0.495899,0.497150,0.501932,0.502806,0.506078
16128.750000,0.495854,0.497122,0.501923,0.502768,0.506080
16130.400000,0.495877,0.497093,0.501910,0.502747,0.506122
16132.050000,0.495887,0.497134,0.501926,0.502777,0.506154
16133.700000,0.495898,0.497154,0.501947,0.502834,0.506144
16135.350000,0.495913,0.497141,0.501959,0.502850,0.506135
16137.000000,0.495848,0.497114,0.501961,0.502821,0.506160
16138.650000,0.495813,0.497142,0.501953,0.502817,0.506179
16140.300000,0.495841,0.497185,0.501942,0.502813,0.506196
16141.950000,0.495865,0.497135,0.501952,0.502820,0.506191
16143.600000,0.495886,0.497135,0.501958,0.502796,0.506168
16145.250000,0.495938,0.497167,0.501953,0.502740,0.506167
16146.900000,0.496002,0.497106,0.501960,0.502768,0.506155
16148.550000,0.496009,0.497067,0.501939,0.502807,0.506159
16150.200000,0.495954,0.497046,0.501908,0.502786,0.506207
16151.850000,0.495897,0.497018,0.501896,0.502768,0.506236
16153.500000,0.495905,0.497099,0.501917,0.502769,0.506192
16155.150000,0.495904,0.497179,0.501973,0.502792,0.506166
16156.800000,0.495846,0.497127,0.501981,0.502804,0.506219
16158.450000,0.495805,0.497086,0.501952,0.502775,0.506230
16160.100000,0.495837,0.497113,0.501962,0.502766,0.506200
16161.750000,0.495843,0.497111,0.502000,0.502795,0.506228
16163.400000,0.495820,0.497092,0.501966,0.502800,0.506250
16165.050000,0.495883,0.497127,0.501923,0.502809,0.506175
16166.700000,0.495924,0.497168,0.501950,0.502843,0.506108
16168.350000,0.495934,0.497159,0.501973,0.502847,0.506149
16170.000000,0.495923,0.497218,0.502013,0.502864,0.506197
16171.650000,0.495873,0.497282,0.502088,0.502888,0.506181
16173.300000,0.495882,0.497211,0.502119,0.502832,0.506180
16174.950000,0.495913,0.497112,0.502046,0.502765,0.506194
16176.600000,0.495909,0.497075,0.501960,0.502757,0.506186
16178.250000,0.495864,0.497131,0.501939,0.502770,0.506162
16179.900000,0.495826,0.497214,0.501947,0.502796,0.506115
16181.550000,0.495865,0.497210,0.501967,0.502807,0.506115
16183.200000,0.495932,0.497154,0.501964,0.502796,0.506130
