'freq[cm-1]','tip3p[200ps/hann]', 'spce/qspcfw[200ps/hann]', 'spce/spcfw[200ps/hann]', 'spce[200ps/hann]', 'opc3pol[200ps/hann]'
4516.050000,0.496850,0.495390,0.513666,0.508163,0.513011
4517.700000,0.497073,0.500017,0.516467,0.507503,0.511756
4519.350000,0.497184,0.501987,0.518430,0.507337,0.511984
4521.000000,0.497416,0.500832,0.516024,0.507970,0.512620
4522.650000,0.497497,0.499220,0.513765,0.508227,0.511686
4524.300000,0.497244,0.498534,0.514976,0.507730,0.511272
4525.950000,0.496975,0.497392,0.516107,0.507483,0.512092
4527.600000,0.496674,0.494866,0.513416,0.507983,0.511994
4529.250000,0.496226,0.493575,0.512645,0.508101,0.511499
4530.900000,0.496121,0.493246,0.515318,0.507664,0.512168
4532.550000,0.496443,0.494605,0.514739,0.507402,0.512538
4534.200000,0.497000,0.496603,0.510358,0.507907,0.512400
4535.850000,0.497437,0.497979,0.508019,0.508393,0.512378
4537.500000,0.497183,0.495503,0.510463,0.508172,0.511844
4539.150000,0.496990,0.492838,0.513574,0.507988,0.511160
4540.800000,0.497190,0.495996,0.513669,0.507893,0.511752
4542.450000,0.497242,0.497436,0.511831,0.507635,0.513510
4544.100000,0.497115,0.494961,0.509945,0.507100,0.513695
4545.750000,0.497152,0.494315,0.509147,0.507044,0.512354
4547.400000,0.497567,0.496044,0.509813,0.507554,0.511939
4549.050000,0.497781,0.496753,0.511614,0.507286,0.512211
4550.700000,0.497520,0.496428,0.513457,0.507089,0.511719
4552.350000,0.497314,0.495442,0.512709,0.507591,0.511104
4554.000000,0.496959,0.492137,0.510979,0.508041,0.511393
4555.650000,0.496758,0.489766,0.510801,0.508187,0.511749
4557.300000,0.497280,0.491418,0.510809,0.507524,0.512260
4558.950000,0.497392,0.491749,0.511818,0.506831,0.512578
4560.600000,0.497226,0.489809,0.512994,0.506939,0.511782
4562.250000,0.497341,0.490851,0.511123,0.507165,0.511874
4563.900000,0.497164,0.492081,0.509215,0.507780,0.512801
4565.550000,0.496772,0.491374,0.509007,0.508170,0.512493
4567.200000,0.496395,0.493224,0.509481,0.507542,0.511893
4568.850000,0.496461,0.495670,0.510306,0.507423,0.511779
4570.500000,0.496846,0.495152,0.510694,0.507445,0.512174
4572.150000,0.496967,0.493082,0.510191,0.507288,0.513062
4573.800000,0.497002,0.492000,0.509823,0.507730,0.512910
4575.450000,0.496773,0.493387,0.512557,0.507797,0.512175
4577.100000,0.496511,0.493715,0.514512,0.507387,0.511969
4578.750000,0.496662,0.493606,0.513200,0.507251,0.511749
4580.400000,0.496772,0.495307,0.512687,0.507042,0.511836
4582.050000,0.496895,0.496152,0.512427,0.506963,0.511684
4583.700000,0.497187,0.495269,0.510180,0.507604,0.511422
4585.350000,0.497195,0.494443,0.508992,0.507861,0.511994
4587.000000,0.497281,0.494398,0.510073,0.507450,0.512096
4588.650000,0.497578,0.493870,0.510762,0.507292,0.511747
4590.300000,0.497404,0.493369,0.510267,0.507169,0.511591
4591.950000,0.497526,0.492204,0.508902,0.507562,0.511158
4593.600000,0.497904,0.492219,0.509042,0.508723,0.511077
4595.250000,0.497407,0.496250,0.510102,0.508896,0.511759
4596.900000,0.496930,0.496895,0.510680,0.508102,0.512279
4598.550000,0.496853,0.493057,0.511712,0.507652,0.511765
4600.200000,0.497213,0.493133,0.511343,0.507541,0.511270
4601.850000,0.497686,0.494791,0.508836,0.507908,0.511860
4603.500000,0.497201,0.497482,0.507157,0.508100,0.512462
4605.150000,0.496861,0.499567,0.508266,0.507672,0.512217
4606.800000,0.496743,0.495613,0.510776,0.507330,0.511569
4608.450000,0.496539,0.491715,0.511361,0.506952,0.511250
4610.100000,0.496814,0.492018,0.510470,0.506670,0.511481
4611.750000,0.497001,0.493202,0.510090,0.507082,0.511806
4613.400000,0.497103,0.492979,0.508868,0.507631,0.512166
4615.050000,0.497352,0.492404,0.508262,0.507552,0.512244
4616.700000,0.497351,0.492344,0.510030,0.507621,0.511585
4618.350000,0.496878,0.493013,0.512948,0.508133,0.511510
4620.000000,0.496775,0.493992,0.512916,0.508366,0.512326
4621.650000,0.497183,0.493090,0.509657,0.507921,0.512204
4623.300000,0.497184,0.491396,0.510225,0.507336,0.511272
4624.950000,0.496779,0.492430,0.511722,0.507142,0.510746
4626.600000,0.496584,0.495353,0.509179,0.507252,0.510807
4628.250000,0.497132,0.495307,0.506833,0.507853,0.511193
4629.900000,0.497601,0.492727,0.506075,0.508053,0.511527
4631.550000,0.497228,0.492382,0.506479,0.507983,0.511744
4633.200000,0.496773,0.492452,0.509282,0.508127,0.511655
4634.850000,0.496998,0.491567,0.511050,0.507489,0.511490
4636.500000,0.497210,0.491295,0.508060,0.506931,0.511715
4638.150000,0.496840,0.491652,0.506053,0.507006,0.511627
4639.800000,0.496620,0.491336,0.507418,0.507231,0.511311
4641.450000,0.496426,0.490035,0.507420,0.507387,0.511436
4643.100000,0.496433,0.490913,0.507018,0.507263,0.511848
4644.750000,0.496660,0.492324,0.508002,0.507400,0.512442
4646.400000,0.496306,0.491245,0.507550,0.507512,0.512522
4648.050000,0.496110,0.490047,0.507555,0.507337,0.512488
4649.700000,0.496619,0.490919,0.508382,0.506840,0.512720
4651.350000,0.497193,0.492886,0.506676,0.506448,0.512238
4653.000000,0.497171,0.494328,0.506873,0.506892,0.511379
4654.650000,0.496767,0.493871,0.509448,0.507131,0.510911
4656.300000,0.497392,0.492289,0.509724,0.506982,0.511348
4657.950000,0.498177,0.491616,0.509439,0.507292,0.511852
4659.600000,0.497474,0.491899,0.508713,0.507650,0.511394
4661.250000,0.496799,0.492545,0.506864,0.507757,0.511484
4662.900000,0.496903,0.492855,0.506260,0.508165,0.511983
4664.550000,0.497325,0.492612,0.506668,0.508132,0.512276
4666.200000,0.497498,0.492989,0.507006,0.507084,0.512451
4667.850000,0.496749,0.492779,0.505956,0.506618,0.511686
4669.500000,0.496379,0.490395,0.506282,0.506866,0.510938
4671.150000,0.496760,0.490423,0.508954,0.506779,0.511048
4672.800000,0.496940,0.492312,0.509715,0.506655,0.511236
4674.450000,0.496735,0.491007,0.508993,0.506885,0.511388
4676.100000,0.496545,0.489702,0.507600,0.507144,0.512160
4677.750000,0.496520,0.490661,0.506377,0.507318,0.513057
4679.400000,0.496425,0.491723,0.506588,0.507828,0.513311
4681.050000,0.496263,0.491531,0.506147,0.507950,0.512484
4682.700000,0.496366,0.489789,0.505486,0.507079,0.511308
4684.350000,0.496955,0.489317,0.505999,0.506443,0.511357
4686.000000,0.497277,0.490657,0.506823,0.506512,0.511620
4687.650000,0.497462,0.491354,0.507411,0.506924,0.511328
4689.300000,0.497685,0.492086,0.506375,0.507480,0.511078
4690.950000,0.497281,0.491469,0.505545,0.507833,0.510668
4692.600000,0.496908,0.489835,0.507909,0.507794,0.510501
4694.250000,0.496826,0.491766,0.509601,0.507635,0.510690
4695.900000,0.496488,0.493337,0.508448,0.507382,0.510816
4697.550000,0.496676,0.491327,0.507914,0.507153,0.510870
4699.200000,0.497715,0.490415,0.508002,0.507137,0.510745
4700.850000,0.498071,0.490829,0.506440,0.506896,0.510369
4702.500000,0.497448,0.491806,0.504662,0.507007,0.510353
4704.150000,0.496960,0.491944,0.505554,0.507708,0.510986
4705.800000,0.496938,0.491258,0.507078,0.508337,0.511672
4707.450000,0.497186,0.492064,0.506251,0.508168,0.512057
4709.100000,0.497317,0.492072,0.505241,0.507628,0.512089
4710.750000,0.497457,0.491374,0.505047,0.507663,0.511891
4712.400000,0.497465,0.490999,0.505410,0.507395,0.512008
4714.050000,0.497335,0.491317,0.506238,0.507133,0.512548
4715.700000,0.497346,0.491537,0.506899,0.507234,0.512346
4717.350000,0.497115,0.491553,0.507771,0.506709,0.511553
4719.000000,0.496895,0.493081,0.507508,0.506356,0.511378
4720.650000,0.496877,0.492919,0.506720,0.506577,0.511296
4722.300000,0.496926,0.491925,0.507056,0.506680,0.510995
4723.950000,0.496613,0.492556,0.507033,0.506791,0.510995
4725.600000,0.496486,0.492854,0.505660,0.506781,0.511342
4727.250000,0.497044,0.492688,0.504626,0.506714,0.511907
4728.900000,0.497303,0.491962,0.505567,0.506734,0.512148
4730.550000,0.497323,0.490405,0.506900,0.506496,0.511659
4732.200000,0.497183,0.489454,0.506943,0.506415,0.511297
4733.850000,0.496986,0.490755,0.507356,0.506817,0.511217
4735.500000,0.497083,0.492400,0.508838,0.507196,0.511157
4737.150000,0.497289,0.492547,0.508050,0.507156,0.511340
4738.800000,0.497449,0.492555,0.505699,0.506942,0.511297
4740.450000,0.497157,0.492620,0.505271,0.507469,0.511007
4742.100000,0.496913,0.493376,0.505502,0.508044,0.510891
4743.750000,0.496970,0.494011,0.506071,0.507492,0.511319
4745.400000,0.496928,0.492863,0.507290,0.507170,0.511799
4747.050000,0.497050,0.491032,0.507939,0.507431,0.511381
4748.700000,0.496883,0.489651,0.507149,0.507275,0.510949
4750.350000,0.496535,0.490550,0.505104,0.506937,0.511178
4752.000000,0.496949,0.492856,0.504113,0.506428,0.511412
4753.650000,0.497474,0.493235,0.504694,0.506319,0.511628
4755.300000,0.497426,0.493119,0.505827,0.507097,0.511730
4756.950000,0.497033,0.493215,0.507109,0.507511,0.511876
4758.600000,0.496276,0.491936,0.507208,0.506941,0.511686
4760.250000,0.496212,0.491297,0.506537,0.506589,0.511368
4761.900000,0.496599,0.492052,0.506963,0.507113,0.512213
4763.550000,0.496741,0.493001,0.507217,0.507308,0.512842
4765.200000,0.497360,0.492739,0.505936,0.507237,0.512537
4766.850000,0.497722,0.491528,0.505095,0.507402,0.512292
4768.500000,0.497446,0.491765,0.505621,0.507282,0.511841
4770.150000,0.497030,0.492520,0.505771,0.506877,0.511403
4771.800000,0.496639,0.493397,0.505108,0.506635,0.511450
4773.450000,0.496297,0.495331,0.504865,0.506904,0.511524
4775.100000,0.496333,0.495324,0.505669,0.506829,0.511433
4776.750000,0.496547,0.492631,0.506679,0.506510,0.511407
4778.400000,0.496805,0.491291,0.506796,0.506941,0.511613
4780.050000,0.497606,0.491332,0.506266,0.507367,0.511952
4781.700000,0.498006,0.490357,0.506055,0.506897,0.511900
4783.350000,0.497491,0.489614,0.506013,0.506434,0.511439
4785.000000,0.497045,0.489325,0.505443,0.506931,0.511129
4786.650000,0.496889,0.489227,0.505838,0.507533,0.511056
4788.300000,0.496787,0.489935,0.508167,0.507448,0.511175
4789.950000,0.496799,0.489847,0.508883,0.506937,0.511512
4791.600000,0.496950,0.489081,0.507659,0.506654,0.511593
4793.250000,0.497163,0.489779,0.507699,0.506836,0.511241
4794.900000,0.497150,0.491859,0.507301,0.506840,0.510771
4796.550000,0.496769,0.492530,0.506950,0.506453,0.510657
4798.200000,0.496297,0.491709,0.507176,0.506456,0.510738
4799.850000,0.496164,0.491152,0.506529,0.506800,0.510639
4801.500000,0.496423,0.490551,0.508191,0.506791,0.510935
4803.150000,0.496645,0.490889,0.509640,0.506409,0.511818
4804.800000,0.496630,0.492509,0.508689,0.506253,0.512345
4806.450000,0.496567,0.493713,0.508167,0.506722,0.511909
4808.100000,0.496516,0.494101,0.507282,0.507159,0.511214
4809.750000,0.496955,0.494052,0.506730,0.506962,0.511063
4811.400000,0.497449,0.493627,0.506454,0.506446,0.511185
4813.050000,0.497397,0.492780,0.506076,0.506657,0.511146
4814.700000,0.497325,0.491677,0.506921,0.507092,0.510812
4816.350000,0.496979,0.491186,0.507350,0.506861,0.510546
4818.000000,0.496320,0.491685,0.505735,0.506965,0.510747
4819.650000,0.496095,0.492074,0.503945,0.507523,0.510886
4821.300000,0.496606,0.491537,0.504333,0.507564,0.511292
4822.950000,0.497077,0.490968,0.506769,0.507301,0.511335
4824.600000,0.497091,0.490395,0.507937,0.507660,0.510461
4826.250000,0.497154,0.490229,0.506806,0.507935,0.510793
4827.900000,0.497207,0.490671,0.506999,0.507159,0.511808
4829.550000,0.497359,0.490513,0.507796,0.506423,0.511748
4831.200000,0.497279,0.490008,0.506933,0.506751,0.511307
4832.850000,0.496852,0.489804,0.506157,0.507311,0.511039
4834.500000,0.496859,0.490441,0.506052,0.507579,0.511041
4836.150000,0.496922,0.491747,0.505821,0.507748,0.511119
4837.800000,0.496909,0.492418,0.506077,0.507048,0.510910
4839.450000,0.496954,0.492225,0.506796,0.506342,0.510841
4841.100000,0.496948,0.491550,0.506751,0.506859,0.511009
4842.750000,0.497143,0.491050,0.505892,0.507115,0.511115
4844.400000,0.497444,0.491550,0.506228,0.506433,0.511306
4846.050000,0.497364,0.492508,0.507257,0.506266,0.511323
4847.700000,0.496983,0.493464,0.506716,0.506996,0.510843
4849.350000,0.496970,0.494055,0.505912,0.507425,0.510548
4851.000000,0.497054,0.493866,0.505252,0.507156,0.510833
4852.650000,0.496958,0.492230,0.505234,0.506974,0.510958
4854.300000,0.496717,0.490466,0.505802,0.507145,0.510954
4855.950000,0.496417,0.491351,0.506009,0.507202,0.510774
4857.600000,0.496552,0.492629,0.506864,0.507253,0.510469
4859.250000,0.496665,0.492230,0.507075,0.507353,0.510746
4860.900000,0.496543,0.491302,0.506679,0.507491,0.510953
4862.550000,0.496606,0.490487,0.507226,0.507453,0.511312
4864.200000,0.496722,0.491143,0.507316,0.507167,0.512275
4865.850000,0.496678,0.492368,0.506318,0.507202,0.512406
4867.500000,0.496196,0.492164,0.506347,0.507035,0.511756
4869.150000,0.495918,0.491415,0.506528,0.506644,0.511235
4870.800000,0.496246,0.491332,0.505299,0.506643,0.510947
4872.450000,0.496631,0.492140,0.505417,0.506804,0.511267
4874.100000,0.496924,0.493432,0.507113,0.507075,0.511987
4875.750000,0.497080,0.492552,0.507197,0.507348,0.512115
4877.400000,0.496893,0.490770,0.505633,0.507382,0.511574
4879.050000,0.496845,0.491589,0.506380,0.507505,0.511267
4880.700000,0.497057,0.492605,0.507984,0.507370,0.510968
4882.350000,0.496907,0.492929,0.507530,0.506814,0.510717
4884.000000,0.496854,0.493249,0.506934,0.506621,0.511197
4885.650000,0.496905,0.492800,0.505474,0.506864,0.511800
4887.300000,0.497245,0.492372,0.504801,0.507417,0.511378
4888.950000,0.497691,0.492586,0.505670,0.507455,0.510736
4890.600000,0.497320,0.492383,0.507034,0.506989,0.510844
4892.250000,0.497031,0.491247,0.509208,0.506945,0.510369
4893.900000,0.497506,0.490512,0.509756,0.506820,0.509824
4895.550000,0.497741,0.491136,0.509233,0.506593,0.510513
4897.200000,0.497240,0.492232,0.508507,0.506877,0.511252
4898.850000,0.496791,0.492865,0.508493,0.507084,0.511319
4900.500000,0.496697,0.492902,0.508878,0.506670,0.511236
4902.150000,0.496883,0.492420,0.507532,0.506543,0.511029
4903.800000,0.497144,0.492482,0.507086,0.506931,0.510705
4905.450000,0.497020,0.493006,0.506949,0.507219,0.510727
4907.100000,0.496744,0.493044,0.506183,0.507224,0.510992
4908.750000,0.496715,0.492553,0.507183,0.506733,0.511460
4910.400000,0.496831,0.493057,0.507983,0.506470,0.511545
4912.050000,0.496959,0.493853,0.508054,0.507088,0.510556
4913.700000,0.496900,0.493513,0.508554,0.507154,0.509963
4915.350000,0.496665,0.495400,0.508091,0.506679,0.510512
4917.000000,0.496555,0.497361,0.507270,0.506884,0.511072
4918.650000,0.496853,0.495207,0.506863,0.507129,0.510668
4920.300000,0.497320,0.492758,0.506958,0.507021,0.510395
4921.950000,0.497397,0.494202,0.507831,0.506653,0.511004
4923.600000,0.497552,0.496191,0.507760,0.506391,0.511077
4925.250000,0.497572,0.494610,0.506608,0.506414,0.510369
4926.900000,0.497372,0.493718,0.505896,0.506460,0.510026
4928.550000,0.497464,0.494266,0.506206,0.506883,0.510586
4930.200000,0.496934,0.493481,0.506961,0.507217,0.511172
4931.850000,0.496259,0.493725,0.507725,0.507084,0.511616
4933.500000,0.496671,0.495353,0.509334,0.507178,0.511547
4935.150000,0.497402,0.496021,0.510107,0.507238,0.510627
4936.800000,0.497640,0.494746,0.508816,0.506950,0.510534
4938.450000,0.497390,0.493048,0.508046,0.506877,0.511022
4940.100000,0.496678,0.493256,0.508860,0.507178,0.510849
4941.750000,0.496057,0.494802,0.510502,0.507221,0.510635
4943.400000,0.496379,0.495049,0.511126,0.506750,0.510702
4945.050000,0.497172,0.494019,0.509936,0.506490,0.510499
4946.700000,0.497540,0.493721,0.509354,0.506762,0.510287
4948.350000,0.497634,0.493996,0.510007,0.506683,0.510480
4950.000000,0.497493,0.495061,0.511247,0.506107,0.510749
4951.650000,0.497549,0.497181,0.510877,0.506219,0.511497
4953.300000,0.497789,0.497388,0.509324,0.506853,0.511663
4954.950000,0.497359,0.494982,0.511825,0.507239,0.511065
4956.600000,0.496922,0.492895,0.514163,0.507066,0.510702
4958.250000,0.496784,0.492970,0.511482,0.506749,0.509976
4959.900000,0.496424,0.494931,0.509201,0.506907,0.510037
4961.550000,0.496289,0.495991,0.510528,0.506822,0.510851
4963.200000,0.496590,0.496265,0.513731,0.506438,0.510887
4964.850000,0.496767,0.497967,0.513806,0.506398,0.510534
4966.500000,0.496454,0.497497,0.509519,0.506731,0.510468
4968.150000,0.496292,0.496307,0.508469,0.506869,0.510337
4969.800000,0.496768,0.498985,0.511828,0.506952,0.510203
4971.450000,0.497335,0.499648,0.514033,0.507091,0.510771
4973.100000,0.497245,0.495861,0.512722,0.506936,0.511167
4974.750000,0.496939,0.494353,0.510766,0.506759,0.510540
4976.400000,0.497259,0.496594,0.510262,0.506568,0.509965
4978.050000,0.497277,0.497472,0.510222,0.506416,0.510242
4979.700000,0.496631,0.496819,0.511373,0.506490,0.511226
4981.350000,0.496367,0.496032,0.511881,0.506709,0.511776
4983.000000,0.496607,0.497225,0.512545,0.506650,0.511270
4984.650000,0.496928,0.500314,0.513288,0.506341,0.510789
4986.300000,0.497072,0.499961,0.512852,0.506318,0.510671
4987.950000,0.497069,0.499110,0.513054,0.506405,0.510439
4989.600000,0.496953,0.497777,0.512970,0.506228,0.510550
4991.250000,0.496876,0.495549,0.512900,0.506041,0.510809
4992.900000,0.497137,0.495902,0.512094,0.506013,0.510136
4994.550000,0.496990,0.496374,0.511730,0.506221,0.509756
4996.200000,0.496752,0.497569,0.513282,0.506731,0.510592
4997.850000,0.497121,0.498847,0.513730,0.506722,0.510848
4999.500000,0.497225,0.499139,0.512682,0.506326,0.510326
5001.150000,0.496858,0.500197,0.511904,0.506302,0.510124
5002.800000,0.496660,0.500639,0.511271,0.506088,0.509949
5004.450000,0.496689,0.498764,0.511373,0.506088,0.510085
5006.100000,0.496594,0.496490,0.513089,0.506567,0.510312
5007.750000,0.496515,0.497434,0.513915,0.506671,0.509941
5009.400000,0.496771,0.498575,0.513981,0.506556,0.509721
5011.050000,0.497021,0.497692,0.513805,0.506510,0.509957
5012.700000,0.496905,0.496908,0.513755,0.506311,0.509881
5014.350000,0.496708,0.497434,0.513528,0.506104,0.509900
5016.000000,0.496521,0.500435,0.514106,0.506253,0.510719
5017.650000,0.496365,0.501949,0.515264,0.506641,0.510905
5019.300000,0.496491,0.500792,0.515644,0.506899,0.509980
5020.950000,0.496791,0.500975,0.518821,0.506923,0.510027
5022.600000,0.497069,0.500137,0.519935,0.506832,0.511140
5024.250000,0.497188,0.496982,0.516378,0.506761,0.511412
5025.900000,0.496986,0.497655,0.514082,0.506818,0.511123
5027.550000,0.496631,0.501615,0.514244,0.506584,0.511247
5029.200000,0.496697,0.503483,0.516570,0.506592,0.511544
5030.850000,0.497165,0.503367,0.518638,0.507380,0.511464
5032.500000,0.497254,0.502906,0.518084,0.507371,0.510941
5034.150000,0.497329,0.503716,0.517755,0.506959,0.510541
5035.800000,0.497749,0.504834,0.516255,0.506943,0.510467
5037.450000,0.497621,0.503037,0.513564,0.506789,0.510539
5039.100000,0.497112,0.501648,0.517006,0.506800,0.510839
5040.750000,0.496850,0.506119,0.523991,0.506731,0.510893
5042.400000,0.496767,0.509574,0.523558,0.506568,0.510673
5044.050000,0.497054,0.506175,0.517950,0.506483,0.510868
5045.700000,0.497330,0.502955,0.515436,0.506430,0.510871
5047.350000,0.497179,0.501023,0.514979,0.506317,0.510549
5049.000000,0.496999,0.499168,0.516658,0.506208,0.510312
5050.650000,0.497168,0.501606,0.517248,0.506365,0.510277
5052.300000,0.497226,0.504902,0.514705,0.506291,0.510471
5053.950000,0.497254,0.504291,0.514840,0.506008,0.510502
5055.600000,0.497553,0.502130,0.517072,0.506079,0.510660
5057.250000,0.497427,0.501378,0.518939,0.506277,0.510694
5058.900000,0.497356,0.506134,0.516846,0.506283,0.510486
5060.550000,0.497102,0.511325,0.512035,0.506182,0.510621
5062.200000,0.496606,0.510617,0.511742,0.505992,0.510558
5063.850000,0.496995,0.507839,0.513430,0.506172,0.510266
5065.500000,0.497324,0.503354,0.513793,0.506758,0.510144
5067.150000,0.497067,0.500736,0.512750,0.506888,0.509802
5068.800000,0.497085,0.501448,0.513106,0.506535,0.509598
5070.450000,0.497182,0.500281,0.514992,0.506085,0.509796
5072.100000,0.496835,0.498980,0.514332,0.505911,0.510017
5073.750000,0.496323,0.501661,0.515246,0.506314,0.510370
5075.400000,0.496493,0.504278,0.516423,0.506630,0.510425
5077.050000,0.497091,0.503576,0.515076,0.506575,0.510267
5078.700000,0.497020,0.502504,0.513921,0.506551,0.510544
5080.350000,0.496623,0.502396,0.512657,0.506827,0.510544
5082.000000,0.496893,0.504593,0.513353,0.507609,0.510144
5083.650000,0.497367,0.504744,0.513727,0.507792,0.510020
5085.300000,0.497047,0.500600,0.511693,0.506972,0.509916
5086.950000,0.496627,0.499368,0.511726,0.506394,0.509783
5088.600000,0.496704,0.502072,0.512453,0.506334,0.509963
5090.250000,0.496862,0.503320,0.512086,0.506528,0.510619
5091.900000,0.496900,0.501043,0.511480,0.506779,0.511266
5093.550000,0.496595,0.499137,0.511771,0.506620,0.511027
5095.200000,0.496390,0.498315,0.513808,0.506135,0.510494
5096.850000,0.496733,0.498401,0.514631,0.506063,0.510489
5098.500000,0.496970,0.501634,0.513315,0.506407,0.510282
5100.150000,0.496611,0.502139,0.513730,0.506501,0.510069
5101.800000,0.496490,0.498183,0.514699,0.506479,0.510684
5103.450000,0.496886,0.497064,0.512488,0.506540,0.510705
5105.100000,0.496852,0.498127,0.511209,0.506627,0.509813
5106.750000,0.496408,0.498038,0.511343,0.506798,0.509513
5108.400000,0.496045,0.497923,0.510882,0.506568,0.509749
5110.050000,0.495710,0.499650,0.512099,0.506021,0.509934
5111.700000,0.495667,0.501297,0.512613,0.505736,0.509976
5113.350000,0.496398,0.500021,0.509934,0.505806,0.509954
5115.000000,0.497142,0.499331,0.507787,0.506110,0.509910
5116.650000,0.497151,0.499011,0.508978,0.506312,0.510103
5118.300000,0.496795,0.499022,0.511243,0.506231,0.510533
5119.950000,0.496438,0.500629,0.511718,0.506203,0.510783
5121.600000,0.496608,0.499966,0.509741,0.506526,0.510780
5123.250000,0.497020,0.498610,0.507937,0.506920,0.510891
5124.900000,0.497163,0.501027,0.507865,0.506918,0.510914
5126.550000,0.497223,0.503309,0.509069,0.506530,0.510332
5128.200000,0.497161,0.502661,0.510518,0.506240,0.509919
5129.850000,0.496769,0.501807,0.508649,0.506346,0.509927
5131.500000,0.496257,0.500000,0.506248,0.506458,0.510388
5133.150000,0.496548,0.498635,0.507321,0.506239,0.511136
5134.800000,0.497398,0.498538,0.508379,0.506253,0.510921
5136.450000,0.497625,0.498677,0.507578,0.506650,0.510650
5138.100000,0.497374,0.498153,0.507438,0.506827,0.510776
5139.750000,0.497116,0.496477,0.507674,0.506603,0.510524
5141.400000,0.497049,0.495660,0.505886,0.506168,0.510182
5143.050000,0.497303,0.495484,0.504595,0.506152,0.509938
5144.700000,0.497382,0.496587,0.505780,0.506639,0.510679
5146.350000,0.497038,0.497420,0.507203,0.506686,0.511498
5148.000000,0.496652,0.495469,0.507789,0.506448,0.511282
5149.650000,0.496250,0.493856,0.507381,0.506419,0.511031
5151.300000,0.496023,0.494183,0.507549,0.506328,0.510593
5152.950000,0.496238,0.495182,0.508217,0.506287,0.509970
5154.600000,0.496410,0.495238,0.506657,0.506173,0.510264
5156.250000,0.496349,0.494656,0.505287,0.506016,0.511053
5157.900000,0.496296,0.493704,0.506116,0.506177,0.510885
5159.550000,0.496361,0.492273,0.507005,0.506263,0.510553
5161.200000,0.496640,0.492658,0.506659,0.506063,0.510784
5162.850000,0.497176,0.493843,0.505907,0.505970,0.510583
5164.500000,0.497220,0.494173,0.506698,0.506008,0.510399
5166.150000,0.496627,0.493988,0.508965,0.506302,0.510346
5167.800000,0.496398,0.493249,0.508889,0.506613,0.510191
5169.450000,0.496287,0.493556,0.506281,0.506309,0.510773
5171.100000,0.496172,0.494777,0.506129,0.506062,0.511220
5172.750000,0.496474,0.494712,0.506585,0.506190,0.510627
5174.400000,0.496590,0.494026,0.504559,0.506310,0.510109
5176.050000,0.496249,0.493640,0.503817,0.506438,0.509999
5177.700000,0.496385,0.492830,0.505102,0.506311,0.509691
5179.350000,0.496757,0.492011,0.506145,0.506253,0.509548
5181.000000,0.496369,0.492623,0.506596,0.506574,0.509913
5182.650000,0.495950,0.493461,0.505409,0.506666,0.510322
5184.300000,0.496012,0.493166,0.503702,0.506570,0.510697
5185.950000,0.496452,0.493519,0.503595,0.506537,0.510971
5187.600000,0.496951,0.494134,0.504307,0.506705,0.510746
5189.250000,0.496978,0.492959,0.505013,0.507123,0.510290
5190.900000,0.496905,0.491933,0.505563,0.506983,0.509928
5192.550000,0.496975,0.492947,0.505951,0.506188,0.509700
5194.200000,0.497071,0.494023,0.505980,0.505794,0.509469
5195.850000,0.496774,0.494068,0.505607,0.506154,0.509243
5197.500000,0.496035,0.493597,0.505226,0.506563,0.509569
5199.150000,0.495873,0.492692,0.504656,0.506387,0.510039
5200.800000,0.496206,0.492994,0.504213,0.505832,0.510152
5202.450000,0.496402,0.493593,0.504439,0.505684,0.510323
5204.100000,0.496481,0.492549,0.504628,0.506091,0.510486
5205.750000,0.496611,0.492086,0.504489,0.506378,0.510692
5207.400000,0.496584,0.492270,0.504246,0.506260,0.510588
5209.050000,0.496355,0.491664,0.503924,0.506345,0.510196
5210.700000,0.496758,0.491757,0.504416,0.506729,0.510544
5212.350000,0.497327,0.493193,0.504970,0.506866,0.510807
5214.000000,0.497118,0.493751,0.504404,0.507008,0.510198
5215.650000,0.496481,0.492879,0.504217,0.506938,0.509964
5217.300000,0.496113,0.492081,0.504855,0.506327,0.510462
5218.950000,0.496588,0.491509,0.504775,0.506004,0.510738
5220.600000,0.497341,0.491227,0.503779,0.506180,0.510613
5222.250000,0.497389,0.491622,0.503574,0.506288,0.510407
5223.900000,0.496880,0.492305,0.504162,0.506225,0.510002
5225.550000,0.496555,0.492741,0.504123,0.506361,0.509540
5227.200000,0.496761,0.492969,0.504405,0.506568,0.509439
5228.850000,0.496946,0.493085,0.505323,0.506530,0.509515
5230.500000,0.496821,0.492737,0.505160,0.506359,0.509484
5232.150000,0.496904,0.492434,0.504426,0.506387,0.509791
5233.800000,0.497042,0.493119,0.504429,0.506531,0.510409
5235.450000,0.497057,0.493951,0.505109,0.506362,0.510744
5237.100000,0.496870,0.493615,0.505108,0.505984,0.510668
5238.750000,0.496563,0.492815,0.503951,0.505836,0.510315
5240.400000,0.496474,0.492162,0.503523,0.506090,0.510099
5242.050000,0.496304,0.491333,0.504140,0.506100,0.510005
5243.700000,0.496761,0.491593,0.504720,0.505998,0.509768
5245.350000,0.497546,0.492167,0.504700,0.506290,0.509841
5247.000000,0.497242,0.491747,0.504411,0.506420,0.510176
5248.650000,0.496776,0.491540,0.504846,0.506141,0.510178
5250.300000,0.496850,0.491079,0.505376,0.505779,0.509991
5251.950000,0.496925,0.491320,0.504875,0.505591,0.510445
5253.600000,0.497345,0.492851,0.504477,0.505536,0.510934
