'freq[cm-1]','pbe[45ps/hann]'
4444.000000, 0.507578
4451.333333, 0.507225
4458.666667, 0.508450
4466.000000, 0.510081
4473.333333, 0.509698
4480.666667, 0.508720
4488.000000, 0.507924
4495.333333, 0.507511
4502.666667, 0.507525
4510.000000, 0.507753
4517.333333, 0.509024
4524.666667, 0.509439
4532.000000, 0.507912
4539.333333, 0.506537
4546.666667, 0.506759
4554.000000, 0.507394
4561.333333, 0.507169
4568.666667, 0.507762
4576.000000, 0.508026
4583.333333, 0.506738
4590.666667, 0.506504
4598.000000, 0.508172
4605.333333, 0.510014
4612.666667, 0.509666
4620.000000, 0.507977
4627.333333, 0.507026
4634.666667, 0.505779
4642.000000, 0.506238
4649.333333, 0.508382
4656.666667, 0.508472
4664.000000, 0.507761
4671.333333, 0.507315
4678.666667, 0.507369
4686.000000, 0.508248
4693.333333, 0.508776
4700.666667, 0.508768
4708.000000, 0.509282
4715.333333, 0.509391
4722.666667, 0.508477
4730.000000, 0.509286
4737.333333, 0.510126
4744.666667, 0.509306
4752.000000, 0.508548
4759.333333, 0.508484
4766.666667, 0.509168
4774.000000, 0.509712
4781.333333, 0.510011
4788.666667, 0.509546
4796.000000, 0.509178
4803.333333, 0.509816
4810.666667, 0.509789
4818.000000, 0.510063
4825.333333, 0.512252
4832.666667, 0.511995
4840.000000, 0.508667
4847.333333, 0.507743
4854.666667, 0.508488
4862.000000, 0.508536
4869.333333, 0.508459
4876.666667, 0.508824
4884.000000, 0.509936
4891.333333, 0.510914
4898.666667, 0.509886
4906.000000, 0.507494
4913.333333, 0.507668
4920.666667, 0.510238
4928.000000, 0.511039
4935.333333, 0.509433
4942.666667, 0.507701
4950.000000, 0.507842
4957.333333, 0.508697
4964.666667, 0.508418
4972.000000, 0.508043
4979.333333, 0.507948
4986.666667, 0.507198
4994.000000, 0.506665
5001.333333, 0.508113
5008.666667, 0.509282
5016.000000, 0.507939
5023.333333, 0.505978
5030.666667, 0.506292
5038.000000, 0.507580
5045.333333, 0.507594
5052.666667, 0.507831
5060.000000, 0.507090
5067.333333, 0.505660
5074.666667, 0.505360
5082.000000, 0.505507
5089.333333, 0.505919
5096.666667, 0.505578
5104.000000, 0.504983
5111.333333, 0.506867
5118.666667, 0.508581
5126.000000, 0.507333
5133.333333, 0.506332
5140.666667, 0.505612
5148.000000, 0.504476
5155.333333, 0.505182
5162.666667, 0.506789
5170.000000, 0.507125
5177.333333, 0.507797
5184.666667, 0.507738
5192.000000, 0.505938
5199.333333, 0.506174
5206.666667, 0.506999
5214.000000, 0.506169
5221.333333, 0.505874
5228.666667, 0.506157
5236.000000, 0.505593
5243.333333, 0.504972
5250.666667, 0.504709
5258.000000, 0.504691
5265.333333, 0.505523
5272.666667, 0.506015
5280.000000, 0.505522
5287.333333, 0.504744
5294.666667, 0.504546
5302.000000, 0.504539
5309.333333, 0.504022
5316.666667, 0.503697
5324.000000, 0.503590
5331.333333, 0.503705
5338.666667, 0.504405
5346.000000, 0.504709
5353.333333, 0.504136
5360.666667, 0.503711
5368.000000, 0.503428
5375.333333, 0.503661
5382.666667, 0.504095
5390.000000, 0.503609
5397.333333, 0.503379
5404.666667, 0.503880
5412.000000, 0.504106
5419.333333, 0.503844
5426.666667, 0.503677
5434.000000, 0.503957
5441.333333, 0.503804
5448.666667, 0.503797
5456.000000, 0.504484
5463.333333, 0.504873
5470.666667, 0.504591
5478.000000, 0.503824
5485.333333, 0.504002
5492.666667, 0.504586
5500.000000, 0.504298
5507.333333, 0.504009
5514.666667, 0.504245
5522.000000, 0.504480
5529.333333, 0.504197
5536.666667, 0.504128
5544.000000, 0.504351
5551.333333, 0.504288
5558.666667, 0.504599
5566.000000, 0.505541
5573.333333, 0.506128
5580.666667, 0.505828
5588.000000, 0.505606
5595.333333, 0.505968
5602.666667, 0.507131
5610.000000, 0.508269
5617.333333, 0.507718
5624.666667, 0.505986
5632.000000, 0.504536
5639.333333, 0.504779
5646.666667, 0.506656
5654.000000, 0.507770
5661.333333, 0.507608
5668.666667, 0.507559
5676.000000, 0.506689
5683.333333, 0.505858
5690.666667, 0.506767
5698.000000, 0.508829
5705.333333, 0.509757
5712.666667, 0.508158
5720.000000, 0.507377
5727.333333, 0.508748
5734.666667, 0.511641
5742.000000, 0.513431
5749.333333, 0.511056
5756.666667, 0.508784
5764.000000, 0.508170
5771.333333, 0.507142
5778.666667, 0.507787
5786.000000, 0.509366
5793.333333, 0.509624
5800.666667, 0.509619
5808.000000, 0.510040
5815.333333, 0.509910
5822.666667, 0.508934
5830.000000, 0.508196
5837.333333, 0.507908
5844.666667, 0.508955
5852.000000, 0.511577
5859.333333, 0.515335
5866.666667, 0.516631
5874.000000, 0.511686
5881.333333, 0.507674
5888.666667, 0.507915
5896.000000, 0.510448
5903.333333, 0.512996
5910.666667, 0.510523
5918.000000, 0.509059
5925.333333, 0.512722
5932.666667, 0.513819
5940.000000, 0.510716
5947.333333, 0.510948
5954.666667, 0.513361
5962.000000, 0.512777
5969.333333, 0.512807
5976.666667, 0.513778
5984.000000, 0.515422
5991.333333, 0.518398
5998.666667, 0.518961
6006.000000, 0.516966
6013.333333, 0.515724
6020.666667, 0.515846
6028.000000, 0.516039
6035.333333, 0.516637
6042.666667, 0.517861
6050.000000, 0.518301
6057.333333, 0.518658
6064.666667, 0.518445
6072.000000, 0.515646
6079.333333, 0.512711
6086.666667, 0.512009
6094.000000, 0.513437
6101.333333, 0.514299
6108.666667, 0.514419
6116.000000, 0.516544
6123.333333, 0.518872
6130.666667, 0.519042
6138.000000, 0.517990
6145.333333, 0.517021
6152.666667, 0.518484
6160.000000, 0.521906
6167.333333, 0.521070
6174.666667, 0.518584
6182.000000, 0.520930
6189.333333, 0.523754
6196.666667, 0.523402
6204.000000, 0.522626
6211.333333, 0.521597
6218.666667, 0.519946
6226.000000, 0.521110
6233.333333, 0.523334
6240.666667, 0.522411
6248.000000, 0.525406
6255.333333, 0.530109
6262.666667, 0.526245
6270.000000, 0.522636
6277.333333, 0.523728
6284.666667, 0.522324
6292.000000, 0.522472
6299.333333, 0.523647
6306.666667, 0.522766
6314.000000, 0.523618
6321.333333, 0.522903
6328.666667, 0.520715
6336.000000, 0.519401
6343.333333, 0.522944
6350.666667, 0.529323
6358.000000, 0.527335
6365.333333, 0.523277
6372.666667, 0.524621
6380.000000, 0.528410
6387.333333, 0.531831
6394.666667, 0.528900
6402.000000, 0.523872
6409.333333, 0.524791
6416.666667, 0.524459
6424.000000, 0.521052
6431.333333, 0.521811
6438.666667, 0.523583
6446.000000, 0.527867
6453.333333, 0.533527
6460.666667, 0.532449
6468.000000, 0.531886
6475.333333, 0.532268
6482.666667, 0.530915
6490.000000, 0.532440
6497.333333, 0.535791
6504.666667, 0.539446
6512.000000, 0.538933
6519.333333, 0.534551
6526.666667, 0.531357
6534.000000, 0.530821
6541.333333, 0.529135
6548.666667, 0.524730
6556.000000, 0.522806
6563.333333, 0.522212
6570.666667, 0.522778
6578.000000, 0.525511
6585.333333, 0.522679
6592.666667, 0.522605
6600.000000, 0.529708
6607.333333, 0.530263
6614.666667, 0.529406
6622.000000, 0.530973
6629.333333, 0.529630
6636.666667, 0.526525
6644.000000, 0.524672
6651.333333, 0.525504
6658.666667, 0.523133
6666.000000, 0.519080
6673.333333, 0.519464
6680.666667, 0.520854
6688.000000, 0.521364
6695.333333, 0.522447
6702.666667, 0.523675
6710.000000, 0.523165
6717.333333, 0.521880
6724.666667, 0.521154
6732.000000, 0.521755
6739.333333, 0.521008
6746.666667, 0.518088
6754.000000, 0.519783
6761.333333, 0.521537
6768.666667, 0.519555
6776.000000, 0.519501
6783.333333, 0.521049
6790.666667, 0.523034
6798.000000, 0.524172
6805.333333, 0.522126
6812.666667, 0.517709
6820.000000, 0.516883
6827.333333, 0.520610
6834.666667, 0.521860
6842.000000, 0.520270
6849.333333, 0.518180
6856.666667, 0.516235
6864.000000, 0.514822
6871.333333, 0.514816
6878.666667, 0.515959
6886.000000, 0.515042
6893.333333, 0.514012
6900.666667, 0.514733
6908.000000, 0.515139
6915.333333, 0.514798
6922.666667, 0.513925
6930.000000, 0.513378
6937.333333, 0.514359
6944.666667, 0.515488
6952.000000, 0.514421
6959.333333, 0.512383
6966.666667, 0.511562
6974.000000, 0.512158
6981.333333, 0.513194
6988.666667, 0.513454
6996.000000, 0.512844
7003.333333, 0.512752
7010.666667, 0.513020
7018.000000, 0.511741
7025.333333, 0.509836
7032.666667, 0.509668
7040.000000, 0.510219
7047.333333, 0.508842
7054.666667, 0.507892
7062.000000, 0.508716
7069.333333, 0.508782
7076.666667, 0.508758
7084.000000, 0.508543
7091.333333, 0.508243
7098.666667, 0.509284
7106.000000, 0.509820
7113.333333, 0.508967
7120.666667, 0.508165
7128.000000, 0.508119
7135.333333, 0.508120
7142.666667, 0.507681
7150.000000, 0.507038
7157.333333, 0.506875
7164.666667, 0.506878
7172.000000, 0.506544
7179.333333, 0.507169
7186.666667, 0.507747
7194.000000, 0.507563
7201.333333, 0.507321
7208.666667, 0.506853
7216.000000, 0.506871
7223.333333, 0.507120
7230.666667, 0.506196
7238.000000, 0.506123
7245.333333, 0.507382
7252.666667, 0.506960
7260.000000, 0.506385
7267.333333, 0.506458
7274.666667, 0.505841
7282.000000, 0.505357
7289.333333, 0.505343
7296.666667, 0.505699
7304.000000, 0.505774
7311.333333, 0.505271
7318.666667, 0.505172
7326.000000, 0.505362
7333.333333, 0.505521
7340.666667, 0.505334
7348.000000, 0.504682
7355.333333, 0.504467
7362.666667, 0.504368
7370.000000, 0.504352
7377.333333, 0.504414
7384.666667, 0.503943
7392.000000, 0.503819
7399.333333, 0.504285
7406.666667, 0.504239
7414.000000, 0.503999
7421.333333, 0.503968
7428.666667, 0.503599
7436.000000, 0.503246
7443.333333, 0.503245
7450.666667, 0.503304
7458.000000, 0.503191
7465.333333, 0.503008
7472.666667, 0.502969
7480.000000, 0.503018
7487.333333, 0.502962
7494.666667, 0.502879
7502.000000, 0.502932
7509.333333, 0.502934
7516.666667, 0.502840
7524.000000, 0.502803
7531.333333, 0.502697
7538.666667, 0.502584
7546.000000, 0.502705
7553.333333, 0.502860
7560.666667, 0.502785
7568.000000, 0.502673
7575.333333, 0.502766
7582.666667, 0.502815
7590.000000, 0.502694
7597.333333, 0.502622
7604.666667, 0.502591
7612.000000, 0.502588
7619.333333, 0.502673
7626.666667, 0.502743
7634.000000, 0.502687
7641.333333, 0.502657
7648.666667, 0.502714
7656.000000, 0.502683
7663.333333, 0.502585
7670.666667, 0.502529
7678.000000, 0.502507
7685.333333, 0.502525
7692.666667, 0.502568
7700.000000, 0.502570
7707.333333, 0.502531
7714.666667, 0.502526
7722.000000, 0.502515
7729.333333, 0.502470
7736.666667, 0.502474
7744.000000, 0.502503
7751.333333, 0.502499
7758.666667, 0.502459
7766.000000, 0.502414
7773.333333, 0.502388
7780.666667, 0.502385
7788.000000, 0.502414
7795.333333, 0.502435
7802.666667, 0.502407
7810.000000, 0.502366
7817.333333, 0.502364
7824.666667, 0.502383
7832.000000, 0.502376
7839.333333, 0.502379
7846.666667, 0.502402
7854.000000, 0.502397
7861.333333, 0.502375
7868.666667, 0.502371
7876.000000, 0.502388
7883.333333, 0.502397
7890.666667, 0.502398
7898.000000, 0.502428
7905.333333, 0.502471
7912.666667, 0.502451
7920.000000, 0.502389
7927.333333, 0.502356
7934.666667, 0.502366
7942.000000, 0.502372
7949.333333, 0.502358
7956.666667, 0.502368
7964.000000, 0.502381
7971.333333, 0.502378
7978.666667, 0.502372
7986.000000, 0.502386
7993.333333, 0.502410
8000.666667, 0.502389
8008.000000, 0.502371
8015.333333, 0.502396
8022.666667, 0.502405
8030.000000, 0.502391
8037.333333, 0.502377
8044.666667, 0.502374
8052.000000, 0.502378
8059.333333, 0.502377
8066.666667, 0.502396
8074.000000, 0.502404
8081.333333, 0.502388
8088.666667, 0.502382
8096.000000, 0.502372
8103.333333, 0.502373
8110.666667, 0.502395
8118.000000, 0.502405
8125.333333, 0.502400
8132.666667, 0.502402
8140.000000, 0.502392
8147.333333, 0.502385
8154.666667, 0.502397
8162.000000, 0.502391
8169.333333, 0.502384
8176.666667, 0.502393
8184.000000, 0.502398
8191.333333, 0.502407
8198.666667, 0.502413
8206.000000, 0.502421
8213.333333, 0.502425
8220.666667, 0.502430
8228.000000, 0.502440
8235.333333, 0.502421
8242.666667, 0.502397
8250.000000, 0.502423
8257.333333, 0.502445
8264.666667, 0.502417
8272.000000, 0.502408
8279.333333, 0.502429
8286.666667, 0.502436
8294.000000, 0.502440
8301.333333, 0.502432
8308.666667, 0.502417
8316.000000, 0.502428
8323.333333, 0.502451
8330.666667, 0.502461
8338.000000, 0.502447
8345.333333, 0.502436
8352.666667, 0.502438
8360.000000, 0.502451
8367.333333, 0.502476
8374.666667, 0.502467
8382.000000, 0.502448
8389.333333, 0.502461
8396.666667, 0.502463
8404.000000, 0.502445
8411.333333, 0.502444
8418.666667, 0.502454
8426.000000, 0.502466
8433.333333, 0.502465
8440.666667, 0.502446
8448.000000, 0.502437
8455.333333, 0.502444
8462.666667, 0.502461
8470.000000, 0.502475
8477.333333, 0.502474
8484.666667, 0.502467
8492.000000, 0.502474
8499.333333, 0.502480
8506.666667, 0.502480
8514.000000, 0.502487
8521.333333, 0.502484
8528.666667, 0.502483
8536.000000, 0.502480
8543.333333, 0.502461
8550.666667, 0.502453
8558.000000, 0.502454
8565.333333, 0.502458
8572.666667, 0.502469
8580.000000, 0.502478
8587.333333, 0.502482
