'freq[cm-1]','pbe[45ps/hann]'
8594.666667, 0.502469
8602.000000, 0.502460
8609.333333, 0.502467
8616.666667, 0.502480
8624.000000, 0.502491
8631.333333, 0.502497
8638.666667, 0.502496
8646.000000, 0.502499
8653.333333, 0.502507
8660.666667, 0.502504
8668.000000, 0.502495
8675.333333, 0.502484
8682.666667, 0.502487
8690.000000, 0.502510
8697.333333, 0.502517
8704.666667, 0.502507
8712.000000, 0.502514
8719.333333, 0.502516
8726.666667, 0.502505
8734.000000, 0.502506
8741.333333, 0.502525
8748.666667, 0.502540
8756.000000, 0.502534
8763.333333, 0.502537
8770.666667, 0.502542
8778.000000, 0.502532
8785.333333, 0.502533
8792.666667, 0.502527
8800.000000, 0.502518
8807.333333, 0.502525
8814.666667, 0.502548
8822.000000, 0.502563
8829.333333, 0.502556
8836.666667, 0.502566
8844.000000, 0.502570
8851.333333, 0.502554
8858.666667, 0.502559
8866.000000, 0.502560
8873.333333, 0.502538
8880.666667, 0.502532
8888.000000, 0.502559
8895.333333, 0.502585
8902.666667, 0.502582
8910.000000, 0.502564
8917.333333, 0.502566
8924.666667, 0.502565
8932.000000, 0.502548
8939.333333, 0.502561
8946.666667, 0.502585
8954.000000, 0.502590
8961.333333, 0.502587
8968.666667, 0.502592
8976.000000, 0.502595
8983.333333, 0.502579
8990.666667, 0.502578
8998.000000, 0.502597
9005.333333, 0.502592
9012.666667, 0.502580
9020.000000, 0.502602
9027.333333, 0.502612
9034.666667, 0.502598
9042.000000, 0.502603
9049.333333, 0.502615
9056.666667, 0.502617
9064.000000, 0.502616
9071.333333, 0.502620
9078.666667, 0.502610
9086.000000, 0.502607
9093.333333, 0.502623
9100.666667, 0.502626
9108.000000, 0.502625
9115.333333, 0.502613
9122.666667, 0.502620
9130.000000, 0.502643
9137.333333, 0.502631
9144.666667, 0.502618
9152.000000, 0.502628
9159.333333, 0.502652
9166.666667, 0.502687
9174.000000, 0.502686
9181.333333, 0.502660
9188.666667, 0.502652
9196.000000, 0.502642
9203.333333, 0.502663
9210.666667, 0.502692
9218.000000, 0.502658
9225.333333, 0.502619
9232.666667, 0.502597
9240.000000, 0.502600
9247.333333, 0.502619
9254.666667, 0.502640
9262.000000, 0.502686
9269.333333, 0.502688
9276.666667, 0.502639
9284.000000, 0.502620
9291.333333, 0.502635
9298.666667, 0.502664
9306.000000, 0.502702
9313.333333, 0.502731
9320.666667, 0.502713
9328.000000, 0.502694
9335.333333, 0.502717
9342.666667, 0.502708
9350.000000, 0.502687
9357.333333, 0.502706
9364.666667, 0.502729
9372.000000, 0.502721
9379.333333, 0.502691
9386.666667, 0.502685
9394.000000, 0.502690
9401.333333, 0.502693
9408.666667, 0.502697
9416.000000, 0.502699
9423.333333, 0.502698
9430.666667, 0.502696
9438.000000, 0.502702
9445.333333, 0.502714
9452.666667, 0.502716
9460.000000, 0.502705
9467.333333, 0.502708
9474.666667, 0.502739
9482.000000, 0.502751
9489.333333, 0.502720
9496.666667, 0.502697
9504.000000, 0.502712
9511.333333, 0.502728
9518.666667, 0.502727
9526.000000, 0.502721
9533.333333, 0.502718
9540.666667, 0.502716
9548.000000, 0.502717
9555.333333, 0.502736
9562.666667, 0.502740
9570.000000, 0.502732
9577.333333, 0.502715
9584.666667, 0.502685
9592.000000, 0.502698
9599.333333, 0.502731
9606.666667, 0.502758
9614.000000, 0.502785
9621.333333, 0.502769
9628.666667, 0.502731
9636.000000, 0.502718
9643.333333, 0.502724
9650.666667, 0.502734
9658.000000, 0.502742
9665.333333, 0.502733
9672.666667, 0.502735
9680.000000, 0.502753
9687.333333, 0.502750
9694.666667, 0.502741
9702.000000, 0.502744
9709.333333, 0.502755
9716.666667, 0.502772
9724.000000, 0.502784
9731.333333, 0.502765
9738.666667, 0.502746
9746.000000, 0.502765
9753.333333, 0.502778
9760.666667, 0.502758
9768.000000, 0.502736
9775.333333, 0.502738
9782.666667, 0.502770
9790.000000, 0.502807
9797.333333, 0.502818
9804.666667, 0.502794
9812.000000, 0.502753
9819.333333, 0.502735
9826.666667, 0.502739
9834.000000, 0.502744
9841.333333, 0.502738
9848.666667, 0.502740
9856.000000, 0.502759
9863.333333, 0.502762
9870.666667, 0.502747
9878.000000, 0.502734
9885.333333, 0.502747
9892.666667, 0.502767
9900.000000, 0.502769
9907.333333, 0.502793
9914.666667, 0.502808
9922.000000, 0.502773
9929.333333, 0.502746
9936.666667, 0.502757
9944.000000, 0.502759
9951.333333, 0.502736
9958.666667, 0.502727
9966.000000, 0.502736
9973.333333, 0.502756
9980.666667, 0.502781
9988.000000, 0.502785
9995.333333, 0.502763
10002.666667, 0.502754
10010.000000, 0.502763
10017.333333, 0.502778
10024.666667, 0.502788
10032.000000, 0.502760
10039.333333, 0.502737
10046.666667, 0.502746
10054.000000, 0.502742
10061.333333, 0.502747
10068.666667, 0.502773
10076.000000, 0.502774
10083.333333, 0.502759
10090.666667, 0.502763
10098.000000, 0.502755
10105.333333, 0.502746
10112.666667, 0.502765
10120.000000, 0.502765
10127.333333, 0.502775
10134.666667, 0.502791
10142.000000, 0.502780
10149.333333, 0.502773
10156.666667, 0.502761
10164.000000, 0.502747
10171.333333, 0.502749
10178.666667, 0.502758
10186.000000, 0.502757
10193.333333, 0.502752
10200.666667, 0.502759
10208.000000, 0.502768
10215.333333, 0.502779
10222.666667, 0.502789
10230.000000, 0.502780
10237.333333, 0.502769
10244.666667, 0.502763
10252.000000, 0.502757
10259.333333, 0.502765
10266.666667, 0.502780
10274.000000, 0.502773
10281.333333, 0.502761
10288.666667, 0.502759
10296.000000, 0.502759
10303.333333, 0.502767
10310.666667, 0.502772
10318.000000, 0.502757
10325.333333, 0.502739
10332.666667, 0.502747
10340.000000, 0.502760
10347.333333, 0.502757
10354.666667, 0.502751
10362.000000, 0.502751
10369.333333, 0.502760
10376.666667, 0.502766
10384.000000, 0.502762
10391.333333, 0.502750
10398.666667, 0.502741
10406.000000, 0.502738
10413.333333, 0.502735
10420.666667, 0.502740
10428.000000, 0.502748
10435.333333, 0.502742
10442.666667, 0.502729
10450.000000, 0.502729
10457.333333, 0.502744
10464.666667, 0.502761
10472.000000, 0.502764
10479.333333, 0.502757
10486.666667, 0.502758
10494.000000, 0.502762
10501.333333, 0.502762
10508.666667, 0.502765
10516.000000, 0.502774
10523.333333, 0.502773
10530.666667, 0.502760
10538.000000, 0.502756
10545.333333, 0.502766
10552.666667, 0.502769
10560.000000, 0.502764
10567.333333, 0.502758
10574.666667, 0.502754
10582.000000, 0.502758
10589.333333, 0.502761
10596.666667, 0.502760
10604.000000, 0.502760
10611.333333, 0.502763
10618.666667, 0.502760
10626.000000, 0.502756
10633.333333, 0.502764
10640.666667, 0.502772
10648.000000, 0.502775
10655.333333, 0.502771
10662.666667, 0.502763
10670.000000, 0.502763
10677.333333, 0.502767
10684.666667, 0.502764
10692.000000, 0.502762
10699.333333, 0.502768
10706.666667, 0.502773
10714.000000, 0.502775
10721.333333, 0.502774
10728.666667, 0.502772
10736.000000, 0.502772
10743.333333, 0.502775
10750.666667, 0.502777
10758.000000, 0.502778
10765.333333, 0.502783
10772.666667, 0.502786
10780.000000, 0.502779
10787.333333, 0.502775
10794.666667, 0.502776
10802.000000, 0.502774
10809.333333, 0.502776
10816.666667, 0.502778
10824.000000, 0.502780
10831.333333, 0.502781
10838.666667, 0.502780
10846.000000, 0.502780
10853.333333, 0.502781
10860.666667, 0.502778
10868.000000, 0.502777
10875.333333, 0.502779
10882.666667, 0.502782
10890.000000, 0.502784
10897.333333, 0.502788
10904.666667, 0.502792
10912.000000, 0.502794
10919.333333, 0.502793
10926.666667, 0.502789
10934.000000, 0.502789
10941.333333, 0.502790
10948.666667, 0.502784
10956.000000, 0.502783
10963.333333, 0.502788
10970.666667, 0.502791
10978.000000, 0.502792
10985.333333, 0.502793
10992.666667, 0.502793
11000.000000, 0.502795
11007.333333, 0.502797
11014.666667, 0.502799
11022.000000, 0.502800
11029.333333, 0.502797
11036.666667, 0.502794
11044.000000, 0.502792
11051.333333, 0.502788
11058.666667, 0.502788
11066.000000, 0.502794
11073.333333, 0.502796
11080.666667, 0.502796
11088.000000, 0.502799
11095.333333, 0.502800
11102.666667, 0.502799
11110.000000, 0.502798
11117.333333, 0.502799
11124.666667, 0.502800
11132.000000, 0.502797
11139.333333, 0.502797
11146.666667, 0.502800
11154.000000, 0.502801
11161.333333, 0.502802
11168.666667, 0.502806
11176.000000, 0.502807
11183.333333, 0.502806
11190.666667, 0.502805
11198.000000, 0.502807
11205.333333, 0.502809
11212.666667, 0.502810
11220.000000, 0.502808
11227.333333, 0.502809
11234.666667, 0.502809
11242.000000, 0.502810
11249.333333, 0.502812
11256.666667, 0.502814
11264.000000, 0.502815
11271.333333, 0.502814
11278.666667, 0.502814
11286.000000, 0.502816
11293.333333, 0.502816
11300.666667, 0.502816
11308.000000, 0.502818
11315.333333, 0.502819
11322.666667, 0.502819
11330.000000, 0.502821
11337.333333, 0.502821
11344.666667, 0.502822
11352.000000, 0.502821
11359.333333, 0.502820
11366.666667, 0.502820
11374.000000, 0.502822
11381.333333, 0.502823
11388.666667, 0.502823
11396.000000, 0.502825
11403.333333, 0.502826
11410.666667, 0.502826
11418.000000, 0.502826
11425.333333, 0.502827
11432.666667, 0.502829
11440.000000, 0.502830
11447.333333, 0.502831
11454.666667, 0.502831
11462.000000, 0.502834
11469.333333, 0.502834
11476.666667, 0.502832
11484.000000, 0.502832
11491.333333, 0.502833
11498.666667, 0.502835
11506.000000, 0.502835
11513.333333, 0.502835
11520.666667, 0.502837
11528.000000, 0.502839
11535.333333, 0.502840
11542.666667, 0.502840
11550.000000, 0.502840
11557.333333, 0.502841
11564.666667, 0.502842
11572.000000, 0.502844
11579.333333, 0.502845
11586.666667, 0.502845
11594.000000, 0.502843
11601.333333, 0.502844
11608.666667, 0.502847
11616.000000, 0.502849
11623.333333, 0.502848
11630.666667, 0.502847
11638.000000, 0.502846
11645.333333, 0.502846
11652.666667, 0.502847
11660.000000, 0.502848
11667.333333, 0.502848
11674.666667, 0.502850
11682.000000, 0.502852
11689.333333, 0.502852
11696.666667, 0.502852
11704.000000, 0.502853
11711.333333, 0.502854
11718.666667, 0.502856
11726.000000, 0.502857
11733.333333, 0.502856
11740.666667, 0.502857
11748.000000, 0.502859
11755.333333, 0.502860
11762.666667, 0.502861
11770.000000, 0.502861
11777.333333, 0.502861
11784.666667, 0.502862
11792.000000, 0.502862
11799.333333, 0.502863
11806.666667, 0.502865
11814.000000, 0.502865
11821.333333, 0.502866
11828.666667, 0.502866
11836.000000, 0.502867
11843.333333, 0.502867
11850.666667, 0.502867
11858.000000, 0.502869
11865.333333, 0.502869
11872.666667, 0.502870
11880.000000, 0.502870
11887.333333, 0.502870
11894.666667, 0.502870
11902.000000, 0.502870
11909.333333, 0.502870
11916.666667, 0.502871
11924.000000, 0.502875
11931.333333, 0.502876
11938.666667, 0.502875
11946.000000, 0.502876
11953.333333, 0.502877
11960.666667, 0.502877
11968.000000, 0.502877
11975.333333, 0.502878
11982.666667, 0.502878
11990.000000, 0.502878
11997.333333, 0.502879
12004.666667, 0.502879
12012.000000, 0.502880
12019.333333, 0.502882
12026.666667, 0.502884
12034.000000, 0.502884
12041.333333, 0.502883
12048.666667, 0.502884
12056.000000, 0.502884
12063.333333, 0.502884
12070.666667, 0.502886
12078.000000, 0.502886
12085.333333, 0.502887
12092.666667, 0.502887
12100.000000, 0.502888
12107.333333, 0.502889
12114.666667, 0.502890
12122.000000, 0.502890
12129.333333, 0.502890
12136.666667, 0.502891
12144.000000, 0.502892
12151.333333, 0.502893
12158.666667, 0.502893
12166.000000, 0.502893
12173.333333, 0.502894
12180.666667, 0.502895
12188.000000, 0.502895
12195.333333, 0.502895
12202.666667, 0.502896
12210.000000, 0.502896
12217.333333, 0.502897
12224.666667, 0.502898
12232.000000, 0.502899
12239.333333, 0.502899
12246.666667, 0.502900
12254.000000, 0.502901
12261.333333, 0.502902
12268.666667, 0.502902
12276.000000, 0.502904
12283.333333, 0.502905
12290.666667, 0.502904
12298.000000, 0.502905
12305.333333, 0.502906
12312.666667, 0.502906
12320.000000, 0.502905
12327.333333, 0.502905
12334.666667, 0.502906
12342.000000, 0.502907
12349.333333, 0.502908
12356.666667, 0.502908
12364.000000, 0.502909
12371.333333, 0.502910
12378.666667, 0.502912
12386.000000, 0.502913
12393.333333, 0.502912
12400.666667, 0.502911
12408.000000, 0.502911
12415.333333, 0.502913
12422.666667, 0.502915
12430.000000, 0.502916
12437.333333, 0.502915
12444.666667, 0.502916
12452.000000, 0.502917
12459.333333, 0.502918
12466.666667, 0.502918
12474.000000, 0.502918
12481.333333, 0.502919
12488.666667, 0.502918
12496.000000, 0.502918
12503.333333, 0.502920
12510.666667, 0.502921
12518.000000, 0.502922
12525.333333, 0.502923
12532.666667, 0.502924
12540.000000, 0.502925
12547.333333, 0.502925
12554.666667, 0.502923
12562.000000, 0.502923
12569.333333, 0.502924
12576.666667, 0.502924
12584.000000, 0.502925
12591.333333, 0.502926
12598.666667, 0.502927
12606.000000, 0.502929
12613.333333, 0.502928
12620.666667, 0.502928
12628.000000, 0.502928
12635.333333, 0.502929
12642.666667, 0.502929
12650.000000, 0.502930
12657.333333, 0.502930
12664.666667, 0.502930
12672.000000, 0.502932
12679.333333, 0.502934
12686.666667, 0.502935
12694.000000, 0.502935
12701.333333, 0.502936
12708.666667, 0.502936
12716.000000, 0.502937
12723.333333, 0.502938
12730.666667, 0.502938
12738.000000, 0.502937
12745.333333, 0.502937
12752.666667, 0.502937
12760.000000, 0.502938
12767.333333, 0.502939
12774.666667, 0.502940
12782.000000, 0.502940
12789.333333, 0.502940
12796.666667, 0.502941
12804.000000, 0.502941
12811.333333, 0.502942
12818.666667, 0.502943
12826.000000, 0.502944
12833.333333, 0.502945
12840.666667, 0.502944
12848.000000, 0.502945
12855.333333, 0.502948
12862.666667, 0.502948
12870.000000, 0.502947
12877.333333, 0.502947
12884.666667, 0.502948
12892.000000, 0.502949
12899.333333, 0.502949
12906.666667, 0.502950
12914.000000, 0.502949
12921.333333, 0.502950
12928.666667, 0.502950
12936.000000, 0.502949
12943.333333, 0.502951
12950.666667, 0.502953
12958.000000, 0.502954
12965.333333, 0.502953
12972.666667, 0.502952
12980.000000, 0.502952
12987.333333, 0.502953
12994.666667, 0.502953
13002.000000, 0.502953
13009.333333, 0.502953
13016.666667, 0.502955
13024.000000, 0.502959
13031.333333, 0.502959
13038.666667, 0.502959
13046.000000, 0.502959
13053.333333, 0.502960
13060.666667, 0.502962
13068.000000, 0.502961
13075.333333, 0.502960
13082.666667, 0.502959
13090.000000, 0.502960
13097.333333, 0.502962
13104.666667, 0.502963
13112.000000, 0.502963
13119.333333, 0.502962
13126.666667, 0.502964
13134.000000, 0.502966
13141.333333, 0.502966
13148.666667, 0.502965
13156.000000, 0.502965
13163.333333, 0.502965
13170.666667, 0.502965
13178.000000, 0.502966
13185.333333, 0.502968
13192.666667, 0.502970
13200.000000, 0.502969
13207.333333, 0.502968
13214.666667, 0.502969
13222.000000, 0.502970
13229.333333, 0.502970
13236.666667, 0.502971
13244.000000, 0.502973
13251.333333, 0.502973
13258.666667, 0.502973
13266.000000, 0.502973
13273.333333, 0.502973
13280.666667, 0.502973
13288.000000, 0.502974
13295.333333, 0.502974
13302.666667, 0.502974
13310.000000, 0.502975
13317.333333, 0.502976
13324.666667, 0.502978
13332.000000, 0.502978
13339.333333, 0.502977
13346.666667, 0.502977
13354.000000, 0.502978
13361.333333, 0.502978
13368.666667, 0.502978
13376.000000, 0.502979
13383.333333, 0.502979
13390.666667, 0.502979
13398.000000, 0.502980
13405.333333, 0.502980
13412.666667, 0.502979
13420.000000, 0.502981
13427.333333, 0.502983
13434.666667, 0.502985
13442.000000, 0.502985
13449.333333, 0.502984
13456.666667, 0.502985
13464.000000, 0.502983
13471.333333, 0.502983
13478.666667, 0.502986
13486.000000, 0.502987
13493.333333, 0.502987
13500.666667, 0.502987
13508.000000, 0.502987
13515.333333, 0.502987
13522.666667, 0.502988
13530.000000, 0.502988
13537.333333, 0.502988
13544.666667, 0.502989
13552.000000, 0.502990
13559.333333, 0.502991
13566.666667, 0.502991
13574.000000, 0.502990
13581.333333, 0.502991
13588.666667, 0.502992
13596.000000, 0.502992
13603.333333, 0.502992
13610.666667, 0.502993
13618.000000, 0.502993
13625.333333, 0.502994
13632.666667, 0.502995
13640.000000, 0.502996
13647.333333, 0.502997
13654.666667, 0.502998
13662.000000, 0.502998
13669.333333, 0.502998
13676.666667, 0.502997
13684.000000, 0.502997
13691.333333, 0.502998
13698.666667, 0.502998
13706.000000, 0.502999
13713.333333, 0.502999
13720.666667, 0.502999
13728.000000, 0.502999
13735.333333, 0.503000
13742.666667, 0.503000
13750.000000, 0.503002
13757.333333, 0.503004
13764.666667, 0.503003
13772.000000, 0.503002
13779.333333, 0.503002
13786.666667, 0.503002
13794.000000, 0.503003
13801.333333, 0.503003
13808.666667, 0.503004
13816.000000, 0.503004
13823.333333, 0.503003
13830.666667, 0.503004
13838.000000, 0.503005
13845.333333, 0.503006
13852.666667, 0.503007
13860.000000, 0.503007
13867.333333, 0.503007
13874.666667, 0.503007
13882.000000, 0.503008
13889.333333, 0.503009
13896.666667, 0.503010
13904.000000, 0.503010
13911.333333, 0.503010
13918.666667, 0.503010
13926.000000, 0.503010
13933.333333, 0.503011
13940.666667, 0.503011
13948.000000, 0.503012
13955.333333, 0.503013
13962.666667, 0.503013
13970.000000, 0.503013
13977.333333, 0.503014
13984.666667, 0.503015
13992.000000, 0.503015
13999.333333, 0.503015
14006.666667, 0.503015
14014.000000, 0.503015
14021.333333, 0.503016
14028.666667, 0.503016
14036.000000, 0.503017
14043.333333, 0.503017
14050.666667, 0.503017
14058.000000, 0.503017
14065.333333, 0.503019
14072.666667, 0.503019
14080.000000, 0.503019
14087.333333, 0.503020
14094.666667, 0.503020
14102.000000, 0.503020
14109.333333, 0.503020
14116.666667, 0.503020
14124.000000, 0.503021
14131.333333, 0.503022
14138.666667, 0.503022
14146.000000, 0.503022
14153.333333, 0.503023
14160.666667, 0.503024
14168.000000, 0.503024
14175.333333, 0.503024
14182.666667, 0.503025
14190.000000, 0.503026
14197.333333, 0.503026
14204.666667, 0.503025
14212.000000, 0.503025
14219.333333, 0.503026
14226.666667, 0.503027
14234.000000, 0.503027
14241.333333, 0.503028
14248.666667, 0.503029
14256.000000, 0.503029
14263.333333, 0.503028
14270.666667, 0.503029
14278.000000, 0.503030
14285.333333, 0.503030
14292.666667, 0.503029
14300.000000, 0.503030
14307.333333, 0.503031
14314.666667, 0.503032
14322.000000, 0.503032
14329.333333, 0.503032
14336.666667, 0.503032
14344.000000, 0.503034
14351.333333, 0.503034
14358.666667, 0.503034
14366.000000, 0.503033
14373.333333, 0.503034
14380.666667, 0.503034
14388.000000, 0.503035
14395.333333, 0.503036
14402.666667, 0.503036
14410.000000, 0.503036
14417.333333, 0.503037
14424.666667, 0.503038
14432.000000, 0.503038
14439.333333, 0.503038
14446.666667, 0.503038
14454.000000, 0.503038
14461.333333, 0.503038
14468.666667, 0.503038
14476.000000, 0.503039
14483.333333, 0.503040
14490.666667, 0.503040
14498.000000, 0.503040
14505.333333, 0.503041
14512.666667, 0.503042
14520.000000, 0.503042
14527.333333, 0.503041
14534.666667, 0.503041
14542.000000, 0.503043
14549.333333, 0.503043
14556.666667, 0.503043
14564.000000, 0.503043
14571.333333, 0.503043
14578.666667, 0.503044
14586.000000, 0.503044
14593.333333, 0.503044
14600.666667, 0.503044
14608.000000, 0.503044
14615.333333, 0.503045
14622.666667, 0.503045
14630.000000, 0.503046
14637.333333, 0.503047
14644.666667, 0.503047
14652.000000, 0.503048
14659.333333, 0.503048
14666.666667, 0.503048
14674.000000, 0.503048
14681.333333, 0.503049
14688.666667, 0.503050
14696.000000, 0.503050
14703.333333, 0.503051
14710.666667, 0.503051
14718.000000, 0.503050
14725.333333, 0.503050
14732.666667, 0.503050
14740.000000, 0.503051
14747.333333, 0.503052
14754.666667, 0.503053
14762.000000, 0.503053
14769.333333, 0.503053
14776.666667, 0.503054
14784.000000, 0.503054
14791.333333, 0.503053
14798.666667, 0.503054
14806.000000, 0.503055
14813.333333, 0.503055
14820.666667, 0.503055
14828.000000, 0.503056
14835.333333, 0.503056
14842.666667, 0.503056
14850.000000, 0.503055
14857.333333, 0.503056
14864.666667, 0.503057
14872.000000, 0.503057
14879.333333, 0.503058
14886.666667, 0.503058
14894.000000, 0.503059
14901.333333, 0.503060
14908.666667, 0.503060
14916.000000, 0.503060
14923.333333, 0.503060
14930.666667, 0.503060
14938.000000, 0.503060
14945.333333, 0.503060
14952.666667, 0.503061
14960.000000, 0.503061
14967.333333, 0.503061
14974.666667, 0.503062
14982.000000, 0.503063
14989.333333, 0.503063
14996.666667, 0.503064
15004.000000, 0.503064
15011.333333, 0.503064
15018.666667, 0.503064
15026.000000, 0.503064
15033.333333, 0.503064
15040.666667, 0.503064
15048.000000, 0.503064
15055.333333, 0.503065
15062.666667, 0.503065
15070.000000, 0.503065
15077.333333, 0.503066
15084.666667, 0.503066
15092.000000, 0.503068
15099.333333, 0.503068
15106.666667, 0.503068
15114.000000, 0.503069
15121.333333, 0.503069
15128.666667, 0.503069
15136.000000, 0.503069
15143.333333, 0.503068
15150.666667, 0.503069
15158.000000, 0.503069
15165.333333, 0.503069
15172.666667, 0.503069
15180.000000, 0.503069
15187.333333, 0.503070
15194.666667, 0.503071
15202.000000, 0.503072
15209.333333, 0.503073
15216.666667, 0.503073
15224.000000, 0.503073
15231.333333, 0.503073
15238.666667, 0.503073
15246.000000, 0.503073
15253.333333, 0.503074
15260.666667, 0.503075
15268.000000, 0.503075
15275.333333, 0.503076
15282.666667, 0.503076
15290.000000, 0.503075
15297.333333, 0.503075
15304.666667, 0.503076
15312.000000, 0.503077
15319.333333, 0.503076
15326.666667, 0.503076
15334.000000, 0.503077
15341.333333, 0.503078
15348.666667, 0.503077
15356.000000, 0.503077
15363.333333, 0.503078
15370.666667, 0.503079
15378.000000, 0.503079
15385.333333, 0.503080
15392.666667, 0.503080
15400.000000, 0.503080
15407.333333, 0.503080
15414.666667, 0.503080
15422.000000, 0.503081
15429.333333, 0.503081
15436.666667, 0.503081
15444.000000, 0.503081
15451.333333, 0.503082
15458.666667, 0.503082
15466.000000, 0.503083
15473.333333, 0.503083
15480.666667, 0.503083
15488.000000, 0.503083
15495.333333, 0.503083
15502.666667, 0.503084
15510.000000, 0.503084
15517.333333, 0.503084
15524.666667, 0.503083
15532.000000, 0.503084
15539.333333, 0.503085
15546.666667, 0.503086
15554.000000, 0.503086
15561.333333, 0.503086
15568.666667, 0.503086
15576.000000, 0.503086
15583.333333, 0.503087
15590.666667, 0.503087
15598.000000, 0.503087
15605.333333, 0.503087
15612.666667, 0.503088
15620.000000, 0.503089
15627.333333, 0.503089
15634.666667, 0.503089
15642.000000, 0.503089
15649.333333, 0.503090
15656.666667, 0.503090
15664.000000, 0.503091
15671.333333, 0.503091
15678.666667, 0.503091
15686.000000, 0.503091
15693.333333, 0.503091
15700.666667, 0.503092
15708.000000, 0.503093
15715.333333, 0.503092
15722.666667, 0.503093
15730.000000, 0.503094
15737.333333, 0.503093
15744.666667, 0.503093
15752.000000, 0.503093
15759.333333, 0.503093
15766.666667, 0.503095
15774.000000, 0.503095
15781.333333, 0.503095
15788.666667, 0.503095
15796.000000, 0.503095
15803.333333, 0.503096
15810.666667, 0.503096
15818.000000, 0.503096
15825.333333, 0.503097
15832.666667, 0.503097
15840.000000, 0.503097
15847.333333, 0.503097
15854.666667, 0.503098
15862.000000, 0.503099
15869.333333, 0.503099
15876.666667, 0.503098
15884.000000, 0.503099
15891.333333, 0.503099
15898.666667, 0.503099
15906.000000, 0.503099
15913.333333, 0.503099
15920.666667, 0.503100
15928.000000, 0.503100
15935.333333, 0.503101
15942.666667, 0.503101
15950.000000, 0.503101
15957.333333, 0.503101
15964.666667, 0.503101
15972.000000, 0.503101
15979.333333, 0.503102
15986.666667, 0.503102
15994.000000, 0.503102
16001.333333, 0.503102
16008.666667, 0.503102
16016.000000, 0.503103
16023.333333, 0.503104
16030.666667, 0.503104
16038.000000, 0.503104
16045.333333, 0.503104
16052.666667, 0.503104
16060.000000, 0.503104
16067.333333, 0.503105
16074.666667, 0.503105
16082.000000, 0.503106
16089.333333, 0.503107
16096.666667, 0.503107
16104.000000, 0.503107
16111.333333, 0.503107
16118.666667, 0.503107
16126.000000, 0.503108
16133.333333, 0.503107
16140.666667, 0.503107
16148.000000, 0.503107
16155.333333, 0.503108
16162.666667, 0.503108
16170.000000, 0.503108
16177.333333, 0.503108
16184.666667, 0.503109
16192.000000, 0.503110
16199.333333, 0.503109
16206.666667, 0.503110
16214.000000, 0.503110
16221.333333, 0.503110
16228.666667, 0.503111
16236.000000, 0.503111
16243.333333, 0.503111
16250.666667, 0.503111
16258.000000, 0.503111
16265.333333, 0.503112
16272.666667, 0.503113
16280.000000, 0.503113
16287.333333, 0.503113
16294.666667, 0.503113
16302.000000, 0.503115
16309.333333, 0.503114
16316.666667, 0.503113
16324.000000, 0.503113
16331.333333, 0.503114
16338.666667, 0.503114
16346.000000, 0.503114
16353.333333, 0.503114
16360.666667, 0.503115
16368.000000, 0.503116
16375.333333, 0.503116
16382.666667, 0.503116
16390.000000, 0.503115
16397.333333, 0.503115
16404.666667, 0.503116
16412.000000, 0.503117
16419.333333, 0.503118
16426.666667, 0.503118
16434.000000, 0.503117
16441.333333, 0.503118
16448.666667, 0.503118
16456.000000, 0.503118
16463.333333, 0.503119
16470.666667, 0.503119
16478.000000, 0.503119
16485.333333, 0.503119
16492.666667, 0.503119
16500.000000, 0.503120
16507.333333, 0.503120
16514.666667, 0.503122
16522.000000, 0.503122
16529.333333, 0.503121
16536.666667, 0.503121
16544.000000, 0.503121
16551.333333, 0.503122
16558.666667, 0.503122
16566.000000, 0.503122
16573.333333, 0.503122
16580.666667, 0.503123
16588.000000, 0.503123
16595.333333, 0.503123
16602.666667, 0.503124
16610.000000, 0.503123
16617.333333, 0.503124
16624.666667, 0.503124
16632.000000, 0.503124
16639.333333, 0.503124
16646.666667, 0.503124
16654.000000, 0.503124
16661.333333, 0.503125
16668.666667, 0.503126
16676.000000, 0.503126
16683.333333, 0.503125
16690.666667, 0.503125
16698.000000, 0.503126
16705.333333, 0.503126
16712.666667, 0.503126
16720.000000, 0.503126
16727.333333, 0.503127
16734.666667, 0.503128
16742.000000, 0.503128
16749.333333, 0.503128
16756.666667, 0.503128
16764.000000, 0.503128
16771.333333, 0.503128
16778.666667, 0.503128
16786.000000, 0.503129
16793.333333, 0.503129
16800.666667, 0.503129
16808.000000, 0.503129
16815.333333, 0.503130
16822.666667, 0.503130
16830.000000, 0.503131
16837.333333, 0.503130
16844.666667, 0.503129
16852.000000, 0.503129
16859.333333, 0.503130
16866.666667, 0.503131
16874.000000, 0.503131
16881.333333, 0.503132
16888.666667, 0.503132
16896.000000, 0.503131
16903.333333, 0.503132
16910.666667, 0.503133
16918.000000, 0.503134
16925.333333, 0.503134
16932.666667, 0.503134
16940.000000, 0.503134
16947.333333, 0.503134
16954.666667, 0.503134
16962.000000, 0.503135
16969.333333, 0.503135
16976.666667, 0.503135
16984.000000, 0.503135
16991.333333, 0.503135
16998.666667, 0.503136
17006.000000, 0.503136
17013.333333, 0.503136
17020.666667, 0.503136
17028.000000, 0.503136
17035.333333, 0.503136
17042.666667, 0.503136
17050.000000, 0.503136
17057.333333, 0.503137
17064.666667, 0.503137
17072.000000, 0.503137
17079.333333, 0.503137
17086.666667, 0.503138
17094.000000, 0.503138
17101.333333, 0.503137
17108.666667, 0.503138
17116.000000, 0.503138
17123.333333, 0.503138
