'freq[cm-1]','tip3p[200ps/hann/30]', 'spce/qspcfw[200ps/hann/30]', 'spce/spcfw[200ps/hann/30]', 'spce[200ps/hann/30]', 'opc3pol[200ps/hann/30]', 'pbe[45ps/hann/30]'
1189.000000,49.356246,70.381330,74.067997,55.197925,22.716497,13.668243
1190.000000,49.249341,70.524425,74.182943,55.080352,22.703835,13.636253
1191.000000,49.134933,70.663352,74.288691,54.959088,22.689739,13.611729
1192.000000,49.023002,70.813240,74.405377,54.844961,22.678646,13.587709
1193.000000,48.906111,70.963881,74.517925,54.729698,22.667191,13.566717
1194.000000,48.785225,71.114464,74.626337,54.613243,22.655612,13.543944
1195.000000,48.666813,71.276731,74.741823,54.504793,22.646900,13.521587
1196.000000,48.542119,71.434489,74.849801,54.391336,22.636774,13.499608
1197.000000,48.419619,71.603870,74.965345,54.285872,22.629605,13.477970
1198.000000,48.293109,71.773947,75.077713,54.178384,22.622178,13.451635
1199.000000,48.162793,71.943915,75.186123,54.070680,22.614342,13.431238
1200.000000,48.036337,72.123925,75.303642,53.969541,22.609449,13.413589
1201.000000,47.905841,72.305039,75.418463,53.866634,22.604024,13.393881
1202.000000,47.775289,72.487237,75.531070,53.766209,22.599302,13.374348
1203.000000,47.643393,72.673599,75.644633,53.666001,22.595023,13.354978
1204.000000,47.509057,72.858448,75.754541,53.565518,22.590351,13.335759
1205.000000,47.379056,73.053887,75.871166,53.471729,22.588374,13.312474
1206.000000,47.246219,73.249149,75.986540,53.376759,22.585852,13.294077
1207.000000,47.114030,73.445905,76.100817,53.283097,22.583824,13.278127
1208.000000,46.981291,73.646744,76.218057,53.189955,22.582173,13.260189
1209.000000,46.847317,73.845159,76.330658,53.095741,22.579877,13.242349
1210.000000,46.718094,74.054465,76.451852,53.008236,22.580083,13.224612
1211.000000,46.587153,74.263390,76.570660,52.919024,22.579669,13.206981
1212.000000,46.458095,74.471329,76.689671,52.832053,22.579403,13.189460
1213.000000,46.329055,74.683341,76.811066,52.745464,22.579579,13.168168
1214.000000,46.199771,74.891712,76.929369,52.658356,22.578759,13.151390
1215.000000,46.076454,75.108977,77.057954,52.577834,22.580233,13.137270
1216.000000,45.952623,75.324533,77.185259,52.495938,22.580685,13.121003
1217.000000,45.828931,75.536858,77.309629,52.413075,22.580210,13.104865
1218.000000,45.711271,75.757274,77.444663,52.336848,22.581839,13.088869
1219.000000,45.590887,75.971087,77.573683,52.256662,22.581366,13.073025
1220.000000,45.477230,76.192840,77.714196,52.183359,22.583050,13.053629
1221.000000,45.363222,76.412946,77.855950,52.108625,22.583783,13.038610
1222.000000,45.250215,76.629027,77.994247,52.033394,22.583348,13.026758
1223.000000,45.144077,76.853864,78.145718,51.964744,22.585181,13.012443
1224.000000,45.035881,77.070605,78.290897,51.892312,22.584498,12.998333
1225.000000,44.934490,77.296451,78.449345,51.826936,22.586055,12.984440
1226.000000,44.833130,77.520193,78.609989,51.760398,22.586271,12.970779
1227.000000,44.732914,77.738920,78.767489,51.693686,22.585440,12.953940
1228.000000,44.639622,77.967184,78.940133,51.633731,22.586576,12.941218
1229.000000,44.544619,78.187083,79.106469,51.570456,22.585468,12.928695
1230.000000,44.456822,78.416021,79.288016,51.513629,22.586263,12.919326
1231.000000,44.369143,78.643562,79.471771,51.455426,22.585931,12.907658
1232.000000,44.282403,78.865089,79.654347,51.396386,22.584415,12.896262
1233.000000,44.202593,79.096598,79.853160,51.344632,22.584903,12.885143
1234.000000,44.123145,79.325767,80.054742,51.291667,22.584153,12.874301
1235.000000,44.046833,79.552735,80.258401,51.241254,22.583388,12.860500
1236.000000,43.972359,79.783297,80.471837,51.192204,22.582347,12.850629
1237.000000,43.898577,80.009660,80.684924,51.142460,22.580248,12.843882
1238.000000,43.831358,80.245852,80.914942,51.098751,22.580428,12.834851
1239.000000,43.764297,80.481309,81.148827,51.053575,22.579610,12.826068
1240.000000,43.700076,80.715129,81.386412,51.010839,22.578634,12.817523
1241.000000,43.637782,80.953387,81.634416,50.968644,22.577864,12.809204
1242.000000,43.575746,81.187613,81.883449,50.925978,22.575903,12.798368
1243.000000,43.519636,81.432982,82.150323,50.889333,22.576318,12.790808
1244.000000,43.462874,81.678095,82.422486,50.850941,22.575683,12.786508
1245.000000,43.408742,81.923447,82.699112,50.814634,22.575070,12.779635
1246.000000,43.355468,82.174596,82.987714,50.778427,22.574506,12.772900
1247.000000,43.302375,82.422998,83.277886,50.741510,22.573148,12.766281
1248.000000,43.255223,82.684085,83.587341,50.710020,22.574015,12.759754
1249.000000,43.207009,82.947185,83.903712,50.676465,22.574038,12.751032
1250.000000,43.158181,83.206829,84.220643,50.641444,22.573242,12.744899
1251.000000,43.114600,83.481125,84.561530,50.612605,22.574991,12.738733
1252.000000,43.068081,83.749287,84.898401,50.578823,22.574716,12.735988
1253.000000,43.026135,84.032288,85.258821,50.550776,22.577111,12.730180
1254.000000,42.982997,84.317242,85.626280,50.520376,22.578829,12.724314
1255.000000,42.938833,84.600886,85.994703,50.488632,22.579869,12.718364
1256.000000,42.898898,84.899973,86.384536,50.461335,22.583561,12.709836
1257.000000,42.855245,85.194742,86.773446,50.429138,22.585339,12.703963
1258.000000,42.815815,85.507432,87.183160,50.401647,22.589919,12.697887
1259.000000,42.774025,85.824889,87.600895,50.370801,22.593896,12.695300
1260.000000,42.730708,86.139158,88.023330,50.338237,22.597259,12.689305
1261.000000,42.691526,86.473835,88.466475,50.310191,22.603322,12.683118
1262.000000,42.648038,86.802329,88.910992,50.276907,22.607672,12.676732
1263.000000,42.608266,87.152533,89.377434,50.248040,22.614701,12.670136
1264.000000,42.566153,87.508264,89.854163,50.216065,22.621194,12.660473
1265.000000,42.521067,87.861925,90.334177,50.181414,22.627277,12.653821
1266.000000,42.479529,88.237694,90.841638,50.150085,22.636018,12.650439
1267.000000,42.434206,88.619880,91.361682,50.115763,22.644418,12.643788
1268.000000,42.389233,89.003814,91.884642,50.080519,22.653302,12.636962
1269.000000,42.342249,89.404001,92.431745,50.043939,22.662794,12.629979
1270.000000,42.292813,89.803731,92.978131,50.003989,22.671822,12.622864
1271.000000,42.246179,90.224980,93.556084,49.967415,22.683585,12.612728
1272.000000,42.195657,90.652192,94.145231,49.926926,22.695173,12.605816
1273.000000,42.144884,91.086175,94.739663,49.885684,22.707080,12.602052
1274.000000,42.091770,91.534411,95.359197,49.842249,22.719898,12.595484
1275.000000,42.035815,91.986866,95.981003,49.795736,22.732035,12.588976
1276.000000,41.982354,92.460465,96.634869,49.751568,22.746925,12.582583
1277.000000,41.924962,92.944071,97.302764,49.703335,22.761439,12.576359
1278.000000,41.866846,93.434316,97.976852,49.654233,22.776311,12.570363
1279.000000,41.806266,93.944229,98.676646,49.602576,22.791955,12.561823
1280.000000,41.742573,94.456063,99.381624,49.547233,22.806910,12.556833
1281.000000,41.681354,94.997588,100.119265,49.494802,22.824786,12.555036
1282.000000,41.616162,95.549522,100.873132,49.437430,22.842254,12.551260
1283.000000,41.548112,96.102358,101.632813,49.376785,22.858959,12.548039
1284.000000,41.482247,96.683315,102.426743,49.318876,22.878491,12.545445
1285.000000,41.410977,97.264358,103.224556,49.254877,22.896143,12.543549
1286.000000,41.342102,97.874696,104.056952,49.192821,22.916476,12.539750
1287.000000,41.269432,98.498450,104.907017,49.126924,22.936128,12.539811
1288.000000,41.193650,99.125833,105.765885,49.057232,22.955158,12.543484
1289.000000,41.120677,99.783090,106.660988,48.989113,22.976660,12.545737
1290.000000,41.042295,100.441706,107.562301,48.914977,22.996410,12.549034
1291.000000,40.966749,101.132897,108.503561,48.842523,23.018870,12.553439
1292.000000,40.888001,101.839478,109.468782,48.765540,23.040845,12.559013
1293.000000,40.806849,102.549643,110.438489,48.684849,23.061828,12.563397
1294.000000,40.728584,103.295742,111.458483,48.606836,23.085541,12.571785
1295.000000,40.645697,104.041860,112.477137,48.522121,23.107170,12.581450
1296.000000,40.565456,104.826940,113.549085,48.440408,23.131460,12.595628
1297.000000,40.482558,105.627349,114.643453,48.354053,23.155126,12.608434
1298.000000,40.397339,106.432518,115.741191,48.264028,23.177704,12.622681
1299.000000,40.315704,107.271422,116.891808,48.177263,23.203110,12.638392
1300.000000,40.231530,108.125197,118.070747,48.086143,23.227723,12.655585
1301.000000,40.147549,108.994588,119.256013,47.994078,23.252322,12.671893
1302.000000,40.062988,109.891100,120.491739,47.899854,23.277326,12.692378
1303.000000,39.976787,110.799121,121.731827,47.802368,23.301434,12.717701
1304.000000,39.894153,111.746017,123.029554,47.707523,23.328055,12.741561
1305.000000,39.809651,112.714562,124.358149,47.609166,23.354096,12.766895
1306.000000,39.725714,113.694391,125.695736,47.509875,23.380100,12.793679
1307.000000,39.641605,114.709520,127.086011,47.409235,23.406730,12.821881
1308.000000,39.556355,115.732862,128.485033,47.305402,23.432216,12.848913
1309.000000,39.475086,116.802653,129.944568,47.204740,23.460589,12.880150
1310.000000,39.392391,117.901780,131.445025,47.100861,23.488267,12.916261
1311.000000,39.310624,119.005459,132.953115,46.996462,23.515889,12.950424
1312.000000,39.229077,120.159878,134.530644,46.890705,23.544169,12.985749
1313.000000,39.146787,121.313965,136.110345,46.782480,23.571482,13.022165
1314.000000,39.068639,122.525125,137.771569,46.677947,23.601464,13.059592
1315.000000,38.989438,123.758738,139.476307,46.570796,23.630899,13.095178
1316.000000,38.909168,124.997775,141.180299,46.461483,23.659515,13.134724
1317.000000,38.833711,126.290027,142.967018,46.356183,23.691121,13.174958
1318.000000,38.755076,127.587237,144.757332,46.246553,23.720581,13.219876
1319.000000,38.681150,128.940825,146.624511,46.140543,23.753335,13.261781
1320.000000,38.606071,130.326076,148.532338,46.032338,23.785413,13.304135
1321.000000,38.530639,131.715876,150.461498,45.922365,23.816658,13.346829
1322.000000,38.459305,133.170204,152.472340,45.816410,23.850801,13.387196
1323.000000,38.385516,134.624659,154.499640,45.706324,23.883264,13.430570
1324.000000,38.315904,136.146916,156.620728,45.600998,23.918626,13.473901
1325.000000,38.245456,137.705303,158.790680,45.493632,23.953982,13.521114
1326.000000,38.174159,139.264373,160.982838,45.385289,23.988741,13.564610
1327.000000,38.107397,140.899673,163.264703,45.281610,24.026990,13.607795
1328.000000,38.037503,142.530726,165.572898,45.174360,24.063302,13.650561
1329.000000,37.972173,144.240803,167.978791,45.071698,24.103214,13.692801
1330.000000,37.905382,145.989866,170.455960,44.967787,24.142852,13.732117
1331.000000,37.837997,147.740555,172.958155,44.862622,24.182036,13.773289
1332.000000,37.775009,149.577151,175.574873,44.762080,24.224887,13.817448
1333.000000,37.710705,151.454605,178.258703,44.659993,24.267589,13.857350
1334.000000,37.647388,153.337526,180.978396,44.559237,24.311198,13.896272
1335.000000,37.584142,155.297637,183.808642,44.458986,24.356148,13.934138
1336.000000,37.520021,157.266376,186.677417,44.357991,24.401041,13.970874
1337.000000,37.459835,159.321717,189.663794,44.261701,24.449719,14.004063
1338.000000,37.398173,161.428551,192.724621,44.164226,24.498983,14.038661
1339.000000,37.337345,163.549240,195.845204,44.067753,24.548735,14.076246
1340.000000,37.276599,165.763518,199.085089,43.971288,24.600627,14.108755
1341.000000,37.214821,167.986331,202.378696,43.873610,24.652047,14.139928
1342.000000,37.156774,170.310490,205.815744,43.781664,24.707772,14.169750
1343.000000,37.097353,172.681257,209.343962,43.687720,24.764274,14.198209
1344.000000,37.038200,175.082234,212.931541,43.595891,24.821158,14.225304
1345.000000,36.979013,177.570095,216.656673,43.503927,24.881004,14.248678
1346.000000,36.918434,180.090873,220.444897,43.411497,24.940064,14.273386
1347.000000,36.861567,182.713374,224.386294,43.323905,25.003664,14.301839
1348.000000,36.803037,185.405420,228.436048,43.234833,25.067538,14.324623
1349.000000,36.743336,188.132777,232.552009,43.144892,25.131265,14.346230
1350.000000,36.687254,190.982680,236.824939,43.059855,25.199226,14.366722
1351.000000,36.627772,193.859958,241.168938,42.971635,25.265975,14.386166
1352.000000,36.571947,196.876472,245.672017,42.887977,25.337375,14.402063
1353.000000,36.514324,199.970238,250.300479,42.803051,25.409737,14.419990
1354.000000,36.455553,203.100919,255.004613,42.717041,25.481519,14.442362
1355.000000,36.400378,206.374156,259.882385,42.636019,25.558360,14.459492
1356.000000,36.341796,209.686810,264.834421,42.551654,25.633416,14.476092
1357.000000,36.287073,213.152239,269.956898,42.471830,25.713467,14.492282
1358.000000,36.230332,216.707858,275.203843,42.390544,25.794236,14.508186
1359.000000,36.172499,220.323308,280.539959,42.308054,25.874343,14.521036
1360.000000,36.118640,224.089657,286.048605,42.230416,25.959438,14.537133
1361.000000,36.061603,227.921469,291.642458,42.149290,26.042885,14.553285
1362.000000,36.008244,231.910064,297.412573,42.072951,26.131293,14.574723
1363.000000,35.953495,236.009597,303.314046,41.994900,26.220631,14.592150
1364.000000,35.897548,240.194526,309.299645,41.915706,26.309327,14.610140
1365.000000,35.845564,244.544607,315.466098,41.841360,26.402966,14.628838
1366.000000,35.792083,249.029079,321.758980,41.765283,26.497433,14.648385
1367.000000,35.739388,253.603068,328.138226,41.690579,26.592312,14.666308
1368.000000,35.686752,258.360039,334.680001,41.615957,26.690133,14.688301
1369.000000,35.632962,263.203095,341.305321,41.540374,26.787511,14.717738
1370.000000,35.583499,268.244730,348.088322,41.469303,26.889674,14.743185
1371.000000,35.532481,273.419122,354.982350,41.396672,26.992409,14.770204
1372.000000,35.482530,278.702475,361.970957,41.325092,27.096104,14.798917
1373.000000,35.432645,284.169567,369.099170,41.253539,27.202555,14.829442
1374.000000,35.381922,289.749156,376.306485,41.180743,27.308901,14.859651
1375.000000,35.335379,295.526097,383.661348,41.112799,27.421585,14.894408
1376.000000,35.287551,301.456173,391.113965,41.042906,27.535919,14.939117
1377.000000,35.240863,307.507466,398.635519,40.974395,27.649687,14.979266
1378.000000,35.194519,313.752593,406.275664,40.905730,27.767408,15.021799
1379.000000,35.147416,320.116047,413.973949,40.836179,27.884406,15.066794
1380.000000,35.104269,326.679513,421.788716,40.771102,28.008002,15.114320
1381.000000,35.059683,333.393312,429.679676,40.704479,28.133453,15.162188
1382.000000,35.014631,340.234484,437.611063,40.636636,28.258222,15.215239
1383.000000,34.973888,347.260848,445.646878,40.573236,28.389962,15.270930
1384.000000,34.930357,354.413804,453.704348,40.506161,28.520099,15.337058
1385.000000,34.891170,361.747258,461.853796,40.443689,28.657583,15.399262
1386.000000,34.850688,369.231782,470.051667,40.379245,28.797915,15.464322
1387.000000,34.809617,376.839157,478.250065,40.313699,28.937380,15.532257
1388.000000,34.772841,384.623554,486.518339,40.252809,29.085980,15.600992
1389.000000,34.733468,392.516924,494.772704,40.188394,29.232367,15.674966
1390.000000,34.697992,400.580635,503.074255,40.128290,29.388302,15.751782
1391.000000,34.661588,408.769438,511.379461,40.066343,29.547221,15.840410
1392.000000,34.624594,417.060293,519.663996,40.003222,29.705690,15.924192
1393.000000,34.591220,425.502966,527.967199,39.944364,29.874405,16.010934
1394.000000,34.555521,434.029867,536.229897,39.882073,30.041592,16.100623
1395.000000,34.523401,442.698388,544.495625,39.824114,30.220289,16.193238
1396.000000,34.490383,451.464075,552.727785,39.764499,30.403540,16.286498
1397.000000,34.456592,460.295112,560.899888,39.703683,30.586459,16.385193
1398.000000,34.426610,469.245972,569.050789,39.647438,30.781990,16.498687
1399.000000,34.395456,478.274645,577.142389,39.589489,30.983868,16.604745
1400.000000,34.365260,487.340420,585.156067,39.532431,31.185729,16.713789
1401.000000,34.335252,496.489056,593.112172,39.475343,31.402021,16.825810
1402.000000,34.304296,505.655055,600.969354,39.417158,31.616213,16.940801
1403.000000,34.277036,514.885266,608.762816,39.363527,31.848425,17.056105
1404.000000,34.248291,524.134993,616.452915,39.308534,32.086250,17.177362
1405.000000,34.220514,533.384494,624.031728,39.254281,32.324893,17.313364
1406.000000,34.192624,542.652789,631.506831,39.200124,32.578341,17.442185
1407.000000,34.163901,551.891695,638.848568,39.144780,32.832673,17.574146
1408.000000,34.138293,561.135191,646.084854,39.094054,33.105507,17.709278
1409.000000,34.111196,570.338739,653.181037,39.041740,33.386823,17.847613
1410.000000,34.084752,579.487495,660.127947,38.990886,33.670789,17.989185
1411.000000,34.057859,588.592500,666.937676,38.940182,33.970147,18.131469
1412.000000,34.029800,597.608530,673.572840,38.888768,34.273554,18.279972
1413.000000,34.005087,606.572743,680.072335,38.841953,34.595987,18.442420
1414.000000,33.978598,615.435928,686.394206,38.793957,34.933063,18.599186
1415.000000,33.950848,624.170704,692.519848,38.745108,35.271614,18.759588
1416.000000,33.925895,632.813678,698.487304,38.700934,35.638059,18.923705
1417.000000,33.897770,641.296610,704.238288,38.653626,36.002880,19.091619
1418.000000,33.872363,649.665606,709.814390,38.611175,36.397019,19.260877
1419.000000,33.845103,657.872245,715.177501,38.567661,36.804205,19.436972
1420.000000,33.816202,665.886222,720.317319,38.523681,37.213759,19.628590
1421.000000,33.789859,673.744527,725.262082,38.484085,37.657639,19.814503
1422.000000,33.759982,681.384342,729.963152,38.441780,38.100331,20.004839
1423.000000,33.732669,688.841411,734.460879,38.404062,38.582159,20.199712
1424.000000,33.703111,696.079431,738.718430,38.365407,39.080332,20.399237
1425.000000,33.671745,703.073560,742.719979,38.326235,39.580764,20.600798
1426.000000,33.642861,709.856872,746.497058,38.291716,40.123246,20.810321
1427.000000,33.610059,716.366077,750.004494,38.254533,40.666096,21.024781
1428.000000,33.579711,722.645191,753.275988,38.221772,41.257495,21.256203
1429.000000,33.546657,728.649806,756.283100,38.187976,41.873449,21.482611
1430.000000,33.511597,734.360811,759.012525,38.153590,42.490604,21.714491
1431.000000,33.479020,739.810327,761.497966,38.123700,43.163026,21.951953
1432.000000,33.443876,744.961079,763.699629,38.092755,43.870033,22.195099
1433.000000,33.408164,749.804953,765.625354,38.063180,44.575854,22.440992
1434.000000,33.371346,754.349259,767.272616,38.034026,45.343597,22.696174
1435.000000,33.332151,758.567956,768.630029,38.004255,46.113280,22.970008
1436.000000,33.295083,762.486851,769.725962,37.978885,46.950326,23.238905
1437.000000,33.255340,766.074993,770.527325,37.952331,47.835757,23.514050
1438.000000,33.214751,769.329839,771.037031,37.926837,48.720781,23.795502
1439.000000,33.172791,772.254406,771.258975,37.901624,49.699166,24.083309
1440.000000,33.128485,774.831996,771.181542,37.875637,50.670156,24.374271
1441.000000,33.086008,777.091142,770.826687,37.853697,51.754555,24.675287
1442.000000,33.040744,779.001219,770.172952,37.830331,52.934175,24.999387
1443.000000,32.994882,780.567771,769.226403,37.807849,54.069437,25.315539
1444.000000,32.947350,781.791716,767.989073,37.784979,55.403181,25.638303
1445.000000,32.897434,782.662270,766.452080,37.761190,56.667199,25.967655
1446.000000,32.849824,783.210049,764.642651,37.741509,58.128216,26.303552
1447.000000,32.799393,783.406381,762.534688,37.720262,59.703156,26.642855
1448.000000,32.746779,783.254689,760.132877,37.697584,61.205879,26.992032
1449.000000,32.696136,782.785059,757.470578,37.678839,63.039318,27.347447
1450.000000,32.641417,781.961984,754.507379,37.656289,64.736384,27.728803
1451.000000,32.588680,780.826334,751.291882,37.637557,66.819711,28.099231
1452.000000,32.533412,779.355356,747.791931,37.616837,69.083401,28.475848
1453.000000,32.476056,777.557742,744.018669,37.594572,71.164287,28.858506
1454.000000,32.420558,775.456663,740.003725,37.576010,73.735088,29.244221
1455.000000,32.361335,773.032524,735.713031,37.553571,76.115269,29.638803
1456.000000,32.304056,770.317350,731.191224,37.534562,78.985710,30.038816
1457.000000,32.244447,767.299972,726.412564,37.513596,82.070799,30.463403
1458.000000,32.182838,763.986157,721.391891,37.490768,85.013000,30.876451
1459.000000,32.123640,760.406339,716.161172,37.470719,88.572955,31.294587
1460.000000,32.060704,756.536531,710.689716,37.446880,91.959017,31.717576
1461.000000,32.000213,752.419039,705.023152,37.425999,96.111768,32.145170
1462.000000,31.937579,748.032699,699.139641,37.402837,100.638447,32.574649
1463.000000,31.873325,743.397549,693.051564,37.377759,104.903311,33.010984
1464.000000,31.811491,738.544693,686.793488,37.355596,110.023832,33.472777
1465.000000,31.747869,733.456306,680.343104,37.331065,115.451335,33.919531
1466.000000,31.684150,728.156775,673.728636,37.306402,120.807770,34.369878
1467.000000,31.619940,722.646127,666.946288,37.280855,126.954810,34.823563
1468.000000,31.554234,716.934265,660.007866,37.253235,133.143555,35.280331
1469.000000,31.491492,711.054977,652.943532,37.228496,140.190934,35.737528
1470.000000,31.427147,704.989316,645.735139,37.201357,147.752698,36.200004
1471.000000,31.363106,698.765891,638.412391,37.173897,155.467733,36.690678
1472.000000,31.298870,692.380378,630.966787,37.145642,164.095661,37.161290
1473.000000,31.233435,685.846659,623.412110,37.115336,172.991440,37.634202
1474.000000,31.171193,679.198354,615.787680,37.087631,182.863784,38.109237
1475.000000,31.107602,672.412344,608.058973,37.057630,193.465930,38.586231
1476.000000,31.044849,665.522439,600.276057,37.027243,204.481149,39.065031
1477.000000,30.982257,658.516199,592.409582,36.995751,216.616490,39.542723
1478.000000,30.918885,651.413842,584.488806,36.962222,229.270138,40.025106
1479.000000,30.858910,644.244318,576.550499,36.931715,243.093515,40.538525
1480.000000,30.797878,636.987208,568.554426,36.898768,257.841782,41.027997
1481.000000,30.736382,629.660332,560.526460,36.863776,273.362860,41.519299
1482.000000,30.678509,622.285064,552.510301,36.831973,290.190160,42.012445
1483.000000,30.618454,614.842850,544.454662,36.795969,307.902082,42.507475
1484.000000,30.561994,607.369268,536.426554,36.763193,327.065716,43.001495
1485.000000,30.504747,599.844536,528.379334,36.728252,347.462232,43.500883
1486.000000,30.447351,592.283540,520.341778,36.691401,368.953149,44.037286
1487.000000,30.393611,584.716277,512.353326,36.657337,392.025660,44.546130
1488.000000,30.337985,577.110449,504.364507,36.619335,416.350972,45.058025
1489.000000,30.286151,569.509979,496.436114,36.584412,442.397730,45.573216
1490.000000,30.233747,561.882602,488.523045,36.547210,470.013838,46.091972
1491.000000,30.181071,554.242686,480.644774,36.508355,499.115529,46.611409
1492.000000,30.132407,546.632427,472.851491,36.472487,530.110209,47.138601
1493.000000,30.081762,538.995915,465.073765,36.433051,562.728469,47.670232
1494.000000,30.035093,531.399377,457.394839,36.396346,597.385667,48.243192
1495.000000,29.987859,523.788881,449.740774,36.357711,633.941201,48.790151
1496.000000,29.940384,516.194574,442.150365,36.317296,672.343033,49.343340
1497.000000,29.896786,508.644722,434.676120,36.280129,712.898108,49.903215
1498.000000,29.852621,501.094176,427.237560,36.240751,755.574417,50.470239
1499.000000,29.809829,493.582926,419.908778,36.201667,800.298114,51.041317
1500.000000,29.767795,486.076632,412.630765,36.161987,847.376900,51.624520
1501.000000,29.725535,478.591817,405.435083,36.120949,896.575080,52.247308
1502.000000,29.686871,471.165073,398.348298,36.082514,948.216134,52.852585
1503.000000,29.647666,463.739882,391.314605,36.042405,1002.174213,53.467916
1504.000000,29.609465,456.371375,384.391250,36.002117,1058.395180,54.093820
1505.000000,29.571800,449.008046,377.518369,35.961282,1117.099384,54.730807
1506.000000,29.533609,441.674832,370.734003,35.918776,1178.121277,55.375857
1507.000000,29.499067,434.413530,364.071801,35.879212,1241.650054,56.036934
1508.000000,29.463693,427.152311,357.466843,35.837694,1307.592399,56.743618
1509.000000,29.429289,419.962957,350.973595,35.796265,1375.871219,57.434920
1510.000000,29.395246,412.777738,344.535944,35.754256,1446.612701,58.140154
1511.000000,29.360567,405.630690,338.175595,35.710533,1519.652731,58.859762
1512.000000,29.329158,398.566276,331.944683,35.669867,1595.098463,59.594150
1513.000000,29.296557,391.502493,325.755632,35.627052,1672.845533,60.340334
1514.000000,29.263173,384.483349,319.654588,35.582521,1752.737862,61.105802
1515.000000,29.233215,377.551814,313.679755,35.540829,1834.890847,61.886993
1516.000000,29.200621,370.626888,307.746175,35.495412,1919.027451,62.727967
1517.000000,29.171355,363.787845,301.936601,35.452845,2005.257169,63.547778
1518.000000,29.140855,356.961580,296.174331,35.407981,2093.366989,64.384776
1519.000000,29.109359,350.182081,290.498286,35.361602,2183.167604,65.239157
1520.000000,29.080842,343.496891,284.931628,35.317960,2274.693624,66.107298
1521.000000,29.049515,336.818078,279.405993,35.270616,2367.658642,66.997324
1522.000000,29.021212,330.243726,273.996954,35.226037,2462.061494,67.904951
1523.000000,28.991256,323.685489,268.620102,35.179256,2557.674487,68.876642
1524.000000,28.960164,317.196168,263.325321,35.130556,2654.258996,69.826266
1525.000000,28.932086,310.801689,258.151975,35.084400,2751.772420,70.794219
1526.000000,28.901075,304.438512,253.011963,35.034478,2849.890510,71.780426
1527.000000,28.872900,298.172077,247.989952,34.987143,2948.543456,72.784760
1528.000000,28.843150,291.941052,242.998863,34.937604,3047.475443,73.802605
1529.000000,28.812222,285.776894,238.083161,34.885879,3146.400961,74.843188
1530.000000,28.783886,279.722496,233.288028,34.836773,3245.244121,75.947320
1531.000000,28.753949,273.697995,228.525833,34.785333,3343.703058,77.029118
1532.000000,28.724286,267.793719,223.875548,34.733378,3441.471151,78.128473
1533.000000,28.694234,261.916285,219.261304,34.680510,3538.457956,79.245051
1534.000000,28.662965,256.127516,214.713926,34.625456,3634.284658,80.378473
1535.000000,28.634380,250.473550,210.286993,34.572959,3728.847842,81.523719
1536.000000,28.604181,244.855797,205.886368,34.517893,3821.831144,82.690116
1537.000000,28.574088,239.372210,201.602465,34.462592,3912.961152,83.919169
1538.000000,28.543492,233.927434,197.352045,34.406183,4002.093942,85.122737
1539.000000,28.511760,228.582814,193.175248,34.347839,4088.897225,86.341467
1540.000000,28.482583,223.375583,189.111486,34.291942,4173.254164,87.574835
1541.000000,28.451913,218.221182,185.079415,34.233568,4254.882241,88.822282
1542.000000,28.421505,213.199620,181.156851,34.174938,4333.494011,90.083220
1543.000000,28.390715,208.236064,177.265209,34.115074,4408.992457,91.352602
1544.000000,28.358740,203.374419,173.443440,34.053462,4481.066786,92.639220
1545.000000,28.329470,198.647335,169.740530,33.994308,4549.632972,93.983231
1546.000000,28.298692,193.981129,166.061984,33.933091,4614.467373,95.298894
1547.000000,28.266874,189.407136,162.457011,33.869900,4675.322652,96.625522
1548.000000,28.237840,184.981136,158.970210,33.809312,4732.161499,97.962473
1549.000000,28.206022,180.601506,155.511068,33.745026,4784.722462,99.309084
1550.000000,28.177090,176.377352,152.164454,33.683332,4832.979460,100.659251
1551.000000,28.146700,172.201689,148.855654,33.619497,4876.774050,102.023855
1552.000000,28.115444,168.138017,145.620319,33.554046,4915.951117,103.436312
1553.000000,28.087068,164.217674,142.482384,33.491371,4950.522872,104.821175
1554.000000,28.056070,160.355870,139.378269,33.425290,4980.322922,106.212907
1555.000000,28.027976,156.632864,136.376497,33.362070,5005.393425,107.610868
1556.000000,27.998661,152.967691,133.406373,33.296973,5025.658194,109.014407
1557.000000,27.968394,149.400423,130.507008,33.230512,5041.043499,110.416021
1558.000000,27.941024,145.970821,127.708556,33.167189,5051.652223,111.829659
1559.000000,27.911113,142.593425,124.944402,33.100668,5057.388553,113.246795
1560.000000,27.884084,139.352046,122.276547,33.037402,5058.388721,114.702440
1561.000000,27.855952,136.165781,119.643984,32.972574,5054.645513,116.129871
1562.000000,27.827057,133.076033,117.073051,32.906628,5046.178904,117.559517
1563.000000,27.800883,130.107442,114.598133,32.843997,5033.160964,118.990781
1564.000000,27.773587,127.201059,112.152038,32.779949,5015.636527,120.423062
1565.000000,27.746808,124.401697,109.798983,32.716759,4993.666664,121.848999
1566.000000,27.719916,121.664176,107.472862,32.653588,4967.466746,123.282378
1567.000000,27.692167,119.005068,105.204287,32.589677,4937.061851,124.745730
1568.000000,27.667385,116.452679,103.034133,32.529488,4902.714028,126.181194
1569.000000,27.641339,113.950503,100.887923,32.468186,4864.500242,127.615086
1570.000000,27.615934,111.549673,98.829960,32.407990,4822.557029,129.046825
1571.000000,27.590422,109.195969,96.803266,32.348066,4777.130507,130.475818
