'freq[cm-1]','tip3p[200ps/hann/30]', 'spce/qspcfw[200ps/hann/30]', 'spce/spcfw[200ps/hann/30]', 'spce[200ps/hann/30]', 'opc3pol[200ps/hann/30]', 'pbe[45ps/hann/30]'
2050.000000,19.890620,28.508827,27.922582,21.205258,28.664014,6.349211
2051.000000,19.888543,28.529898,27.930399,21.198990,28.620351,6.358973
2052.000000,19.885612,28.549526,27.935993,21.191932,28.575370,6.367606
2053.000000,19.884523,28.571252,27.943016,21.186995,28.532999,6.376543
2054.000000,19.881577,28.589989,27.946410,21.180184,28.487473,6.385763
2055.000000,19.880470,28.610662,27.951126,21.175476,28.444455,6.395241
2056.000000,19.878477,28.629468,27.953554,21.169951,28.399602,6.403643
2057.000000,19.875608,28.646340,27.953591,21.163622,28.353397,6.413732
2058.000000,19.874597,28.664902,27.954961,21.159396,28.309533,6.425737
2059.000000,19.872684,28.681353,27.953908,21.154336,28.263935,6.436374
2060.000000,19.870787,28.696708,27.951712,21.149446,28.218318,6.447149
2061.000000,19.868847,28.710905,27.948283,21.144638,28.172098,6.458038
2062.000000,19.866022,28.722677,27.942549,21.139034,28.124390,6.469016
2063.000000,19.865035,28.735692,27.938127,21.135539,28.079259,6.478769
2064.000000,19.863137,28.746093,27.931342,21.131204,28.032314,6.490018
2065.000000,19.861234,28.755162,27.923432,21.127015,27.985595,6.501258
2066.000000,19.859280,28.762636,27.914298,21.122890,27.938232,6.514302
2067.000000,19.856423,28.767433,27.903023,21.117954,27.889646,6.525723
2068.000000,19.855408,28.773128,27.893008,21.115115,27.843797,6.537099
2069.000000,19.853466,28.775987,27.880813,21.111436,27.796315,6.548410
2070.000000,19.851491,28.777259,27.867567,21.107860,27.749415,6.559635
2071.000000,19.849453,28.776769,27.853187,21.104347,27.702198,6.569457
2072.000000,19.846487,28.773403,27.836683,21.099967,27.654089,6.580623
2073.000000,19.845362,28.770822,27.821783,21.097661,27.608890,6.593470
2074.000000,19.843276,28.765331,27.804675,21.094445,27.562409,6.604565
2075.000000,19.840282,28.756868,27.785605,21.090396,27.515159,6.615501
2076.000000,19.839113,28.749301,27.768127,21.088401,27.470933,6.626268
2077.000000,19.836012,28.737250,27.747379,21.084451,27.424394,6.636856
2078.000000,19.834720,28.726153,27.728305,21.082527,27.381080,6.645933
2079.000000,19.832487,28.711905,27.707288,21.079686,27.336723,6.656310
2080.000000,19.829333,28.695050,27.684421,21.075972,27.291856,6.668245
2081.000000,19.827969,28.679052,27.663400,21.074266,27.250474,6.678431
2082.000000,19.824688,28.658960,27.639302,21.070579,27.207036,6.688421
2083.000000,19.823195,28.639789,27.617001,21.068890,27.167006,6.698214
2084.000000,19.820774,28.617816,27.593114,21.066259,27.126374,6.707815
2085.000000,19.817436,28.593236,27.567429,21.062739,27.085496,6.715846
2086.000000,19.815891,28.569836,27.543803,21.061194,27.048033,6.725251
2087.000000,19.812422,28.542456,27.517119,21.057636,27.008807,6.734452
2088.000000,19.810756,28.516347,27.492511,21.056065,26.973079,6.745316
2089.000000,19.808155,28.487599,27.466269,21.053489,26.936874,6.754409
2090.000000,19.804647,28.456660,27.438650,21.049994,26.900488,6.763361
2091.000000,19.802938,28.427053,27.413161,21.048491,26.867655,6.772185
2092.000000,19.800310,28.395160,27.386251,21.046007,26.834437,6.780895
2093.000000,19.797646,28.362415,27.359071,21.043543,26.802352,6.788209
2094.000000,19.794912,28.328553,27.331607,21.041017,26.770983,6.796903
2095.000000,19.791266,28.292669,27.302843,21.037548,26.739365,6.807397
2096.000000,19.789449,28.258474,27.276260,21.036014,26.711320,6.816204
2097.000000,19.786698,28.222217,27.248360,21.033485,26.682653,6.824989
2098.000000,19.783956,28.185531,27.220406,21.030962,26.655270,6.833774
2099.000000,19.781166,28.148029,27.192198,21.028360,26.628341,6.842577
2100.000000,19.777497,28.108817,27.162803,21.024821,26.601219,6.850234
2101.000000,19.775640,28.071704,27.135755,21.023218,26.577571,6.859290
2102.000000,19.772885,28.032813,27.107386,21.020633,26.553378,6.870270
2103.000000,19.770121,27.993728,27.079208,21.018019,26.530008,6.879734
2104.000000,19.767327,27.954204,27.050771,21.015339,26.507143,6.889330
2105.000000,19.763654,27.913329,27.021295,21.011706,26.483661,6.899078
2106.000000,19.761824,27.874530,26.994313,21.009987,26.463358,6.908997
2107.000000,19.759100,27.834291,26.966134,21.007280,26.442203,6.917922
2108.000000,19.755505,27.792744,26.937011,21.003615,26.420579,6.928394
2109.000000,19.753775,27.753564,26.910236,21.001877,26.401807,6.940938
2110.000000,19.750165,27.711786,26.881173,20.998110,26.380994,6.952108
2111.000000,19.748428,27.672470,26.854478,20.996269,26.362862,6.963547
2112.000000,19.745822,27.631911,26.826633,20.993444,26.343783,6.975271
2113.000000,19.742368,27.590284,26.797807,20.989670,26.323740,6.987292
2114.000000,19.740776,27.551062,26.771471,20.987840,26.306496,6.998410
2115.000000,19.737328,27.509430,26.742906,20.983978,26.286764,7.011219
2116.000000,19.735766,27.470325,26.716703,20.982041,26.269757,7.024334
2117.000000,19.733364,27.430056,26.689481,20.979120,26.251442,7.039495
2118.000000,19.730100,27.388835,26.661302,20.975254,26.232109,7.053496
2119.000000,19.728726,27.350197,26.635560,20.973306,26.215367,7.067848
2120.000000,19.725499,27.309285,26.607520,20.969345,26.196050,7.082556
2121.000000,19.724145,27.270865,26.582023,20.967293,26.179228,7.097619
2122.000000,19.721939,27.231441,26.555345,20.964271,26.160998,7.111838
2123.000000,19.718917,27.191043,26.527827,20.960288,26.141617,7.127759
2124.000000,19.717761,27.153088,26.502827,20.958217,26.124590,7.145682
2125.000000,19.715768,27.114062,26.476827,20.955144,26.106183,7.162486
2126.000000,19.713825,27.075355,26.451037,20.952079,26.087843,7.179625
2127.000000,19.711898,27.036611,26.425263,20.948913,26.069132,7.197092
2128.000000,19.709147,26.996999,26.398464,20.944812,26.049254,7.214873
2129.000000,19.708284,26.959814,26.374213,20.942637,26.031717,7.231792
2130.000000,19.706577,26.921447,26.348758,20.939484,26.012813,7.250310
2131.000000,19.704920,26.883482,26.323697,20.936299,25.993951,7.269073
2132.000000,19.703271,26.845257,26.298465,20.933053,25.974820,7.289837
2133.000000,19.700796,26.806227,26.272248,20.928840,25.954500,7.309295
2134.000000,19.700208,26.769688,26.248602,20.926519,25.936521,7.328969
2135.000000,19.698772,26.732046,26.223606,20.923193,25.917202,7.348837
2136.000000,19.697383,26.694606,26.199101,20.919867,25.898045,7.368875
2137.000000,19.696012,26.657108,26.174342,20.916439,25.878691,7.387872
2138.000000,19.693817,26.618584,26.148642,20.912079,25.858228,7.408325
2139.000000,19.693468,26.582408,26.125385,20.909619,25.840279,7.430642
2140.000000,19.692287,26.545003,26.100825,20.906177,25.821044,7.451466
2141.000000,19.690246,26.506484,26.075315,20.901784,25.800748,7.472332
2142.000000,19.690065,26.470442,26.052084,20.899278,25.783141,7.493211
2143.000000,19.688032,26.431870,26.026459,20.894767,25.763003,7.514074
2144.000000,19.687852,26.395719,26.003067,20.892138,25.745614,7.533658
2145.000000,19.686799,26.358201,25.978383,20.888531,25.727078,7.554555
2146.000000,19.684903,26.319679,25.952532,20.883972,25.707642,7.577064
2147.000000,19.684857,26.283546,25.928907,20.881329,25.690906,7.597920
2148.000000,19.682956,26.244890,25.902686,20.876669,25.671802,7.618610
2149.000000,19.682896,26.208594,25.878679,20.873928,25.655442,7.639105
2150.000000,19.681967,26.170941,25.853204,20.870221,25.638030,7.659374
2151.000000,19.680165,26.132246,25.826453,20.865570,25.619795,7.678122
2152.000000,19.680193,26.095822,25.801849,20.862818,25.604311,7.698006
2153.000000,19.678350,26.056858,25.774531,20.858075,25.586483,7.717545
2154.000000,19.678338,26.020263,25.749256,20.855236,25.571481,7.738361
2155.000000,19.677441,25.982224,25.722389,20.851442,25.555330,7.757361
2156.000000,19.675654,25.943120,25.694154,20.846710,25.538548,7.775955
2157.000000,19.675712,25.906382,25.667993,20.843893,25.524563,7.794114
2158.000000,19.674861,25.868183,25.640107,20.840121,25.509640,7.811808
2159.000000,19.674006,25.830274,25.612101,20.836359,25.495110,7.827726
2160.000000,19.673098,25.791854,25.583299,20.832566,25.480709,7.844575
2161.000000,19.671311,25.752377,25.553140,20.827851,25.465438,7.862516
2162.000000,19.671349,25.715421,25.524887,20.825068,25.452867,7.878443
2163.000000,19.670487,25.676971,25.494985,20.821341,25.439214,7.893781
2164.000000,19.669621,25.638882,25.464774,20.817618,25.426017,7.908507
2165.000000,19.668713,25.600394,25.433894,20.813863,25.412826,7.922600
2166.000000,19.666913,25.560942,25.401478,20.809194,25.398816,7.934744
2167.000000,19.666947,25.523819,25.370892,20.806472,25.387338,7.947678
2168.000000,19.666076,25.485288,25.338465,20.802814,25.374844,7.961678
2169.000000,19.665195,25.447126,25.305867,20.799175,25.362572,7.973427
2170.000000,19.664281,25.408584,25.272335,20.795523,25.350265,7.984464
2171.000000,19.662490,25.369117,25.237452,20.790952,25.336968,7.994775
2172.000000,19.662498,25.332124,25.204501,20.788338,25.326127,8.004350
2173.000000,19.661623,25.293785,25.169827,20.784777,25.314199,8.011844
2174.000000,19.659871,25.254522,25.133686,20.780319,25.301236,8.020094
2175.000000,19.659921,25.217650,25.099495,20.777804,25.290597,8.029332
2176.000000,19.658105,25.178470,25.062484,20.773330,25.277598,8.036271
2177.000000,19.658098,25.141635,25.027437,20.770802,25.266808,8.042451
2178.000000,19.657196,25.103586,24.990855,20.767349,25.254816,8.047875
2179.000000,19.655418,25.064608,24.952888,20.762993,25.241691,8.052545
2180.000000,19.655469,25.028030,24.916871,20.760580,25.230768,8.056463
2181.000000,19.653641,24.989202,24.878223,20.756197,25.217432,8.058219
2182.000000,19.653647,24.952717,24.841537,20.753763,25.206238,8.060835
2183.000000,19.652765,24.915121,24.803436,20.750397,25.193830,8.064351
2184.000000,19.651014,24.876564,24.764156,20.746125,25.180144,8.065706
2185.000000,19.651081,24.840436,24.726910,20.743807,25.168619,8.066356
2186.000000,19.649273,24.801964,24.687255,20.739517,25.154517,8.066317
2187.000000,19.649291,24.765978,24.649704,20.737166,25.142557,8.065605
2188.000000,19.648419,24.728754,24.610854,20.733890,25.129212,8.062872
2189.000000,19.646669,24.690619,24.570934,20.729701,25.114663,8.061044
2190.000000,19.646735,24.655060,24.533388,20.727446,25.102244,8.060206
2191.000000,19.645907,24.618232,24.494644,20.724248,25.088473,8.057355
2192.000000,19.645071,24.581871,24.456181,20.721066,25.074594,8.053935
2193.000000,19.644191,24.545310,24.417606,20.717841,25.060405,8.049972
2194.000000,19.642430,24.507914,24.378185,20.713718,25.044980,8.045491
2195.000000,19.642483,24.472955,24.341186,20.711522,25.031648,8.039225
2196.000000,19.641632,24.436876,24.303163,20.708395,25.016983,8.033954
2197.000000,19.640779,24.401118,24.265578,20.705276,25.002230,8.028219
2198.000000,19.639886,24.365210,24.227918,20.702121,24.987155,8.023792
2199.000000,19.638114,24.328415,24.189612,20.698053,24.970815,8.017470
2200.000000,19.638138,24.294091,24.153951,20.695925,24.956761,8.010798
2201.000000,19.637266,24.258695,24.117452,20.692866,24.941357,8.003805
2202.000000,19.636358,24.223623,24.081487,20.689819,24.925947,7.996519
2203.000000,19.635401,24.188517,24.045683,20.686743,24.910305,7.987685
2204.000000,19.633544,24.152546,24.009215,20.682758,24.893503,7.980060
2205.000000,19.633493,24.118959,23.975499,20.680706,24.878866,7.974000
2206.000000,19.632532,24.084346,23.940899,20.677727,24.862938,7.966192
2207.000000,19.630674,24.048914,23.905878,20.673862,24.845884,7.958232
2208.000000,19.630610,24.015934,23.873578,20.671924,24.831146,7.950144
2209.000000,19.628651,23.980773,23.839475,20.668046,24.813917,7.941952
2210.000000,19.628488,23.948124,23.808051,20.666095,24.799058,7.932423
2211.000000,19.627422,23.914381,23.775944,20.663240,24.782925,7.924255
2212.000000,19.625449,23.879878,23.743377,20.659483,24.765821,7.917701
2213.000000,19.625271,23.847956,23.713520,20.657685,24.750956,7.909675
2214.000000,19.623193,23.813916,23.681878,20.653936,24.733730,7.901653
2215.000000,19.622904,23.782433,23.652952,20.652146,24.718831,7.893655
2216.000000,19.621704,23.749988,23.623318,20.649457,24.702720,7.885695
2217.000000,19.619605,23.716780,23.593162,20.645876,24.685624,7.876439
2218.000000,19.619287,23.686169,23.565790,20.644252,24.670919,7.868770
2219.000000,19.617080,23.653480,23.536601,20.640694,24.653837,7.861152
2220.000000,19.616661,23.623401,23.510085,20.639092,24.639122,7.855194
2221.000000,19.615337,23.592446,23.482875,20.636596,24.623222,7.847936
2222.000000,19.613102,23.560867,23.455079,20.633211,24.606337,7.840781
2223.000000,19.612669,23.531860,23.429982,20.631790,24.591743,7.833732
2224.000000,19.611313,23.502013,23.404146,20.629460,24.575992,7.825372
2225.000000,19.609939,23.472683,23.378854,20.627198,24.560430,7.818730
2226.000000,19.608511,23.443484,23.353833,20.624932,24.544762,7.812176
2227.000000,19.606200,23.413695,23.328169,20.621798,24.528146,7.807468
2228.000000,19.605681,23.386502,23.305054,20.620634,24.513764,7.801346
2229.000000,19.604268,23.358504,23.281085,20.618569,24.498293,7.795338
2230.000000,19.602817,23.331093,23.257666,20.616561,24.482895,7.789443
2231.000000,19.601330,23.303834,23.234319,20.614562,24.467384,7.783655
2232.000000,19.598951,23.276030,23.210373,20.611689,24.450837,7.776516
2233.000000,19.598371,23.250849,23.188898,20.610779,24.436592,7.771117
2234.000000,19.596906,23.224913,23.166572,20.608967,24.421234,7.767581
2235.000000,19.595408,23.199551,23.144668,20.607202,24.405942,7.762568
2236.000000,19.593887,23.174367,23.122801,20.605436,24.390617,7.757639
2237.000000,19.591479,23.148618,23.100171,20.602799,24.374193,7.752788
2238.000000,19.590871,23.125511,23.080011,20.602104,24.360062,7.748007
2239.000000,19.589379,23.101577,23.058852,20.600514,24.344807,7.741759
2240.000000,19.587008,23.077070,23.036967,20.598046,24.328430,7.737298
2241.000000,19.586449,23.055282,23.017496,20.597512,24.314326,7.734499
2242.000000,19.584029,23.031562,22.995920,20.595046,24.297832,7.730316
2243.000000,19.583427,23.010523,22.976746,20.594517,24.283597,7.726171
2244.000000,19.581954,22.988716,22.956570,20.593074,24.268134,7.722059
2245.000000,19.579588,22.966372,22.935591,20.590739,24.251721,7.717977
2246.000000,19.579068,22.946567,22.917002,20.590341,24.237515,7.713917
2247.000000,19.576668,22.924915,22.896290,20.587993,24.221074,7.708275
2248.000000,19.576113,22.905775,22.877867,20.587576,24.206787,7.704453
2249.000000,19.574674,22.885851,22.858406,20.586234,24.191389,7.702238
2250.000000,19.572381,22.865284,22.838098,20.583981,24.174909,7.698610
2251.000000,19.571929,22.847298,22.820070,20.583669,24.160649,7.694984
2252.000000,19.569623,22.827363,22.799911,20.581386,24.144067,7.691359
2253.000000,19.569158,22.809986,22.782031,20.581035,24.129773,7.687734
2254.000000,19.567822,22.791746,22.763082,20.579755,24.114349,7.682502
2255.000000,19.565638,22.772797,22.743327,20.577553,24.097963,7.679082
2256.000000,19.565297,22.756440,22.725788,20.577262,24.083817,7.677235
2257.000000,19.564096,22.739129,22.707217,20.576033,24.068564,7.673989
2258.000000,19.562921,22.722366,22.688878,20.574795,24.053394,7.670744
2259.000000,19.561743,22.705665,22.670421,20.573518,24.038104,7.667502
2260.000000,19.559733,22.688332,22.651084,20.571321,24.021861,7.664265
2261.000000,19.559566,22.673375,22.634031,20.571008,24.007912,7.659485
2262.000000,19.558565,22.657538,22.615874,20.569762,23.992890,7.656469
2263.000000,19.557579,22.642094,22.598017,20.568498,23.978025,7.653437
2264.000000,19.556619,22.626673,22.580014,20.567197,23.963124,7.651877
2265.000000,19.554818,22.610526,22.561115,20.564966,23.947298,7.649043
2266.000000,19.554866,22.596781,22.544566,20.564623,23.933772,7.646229
2267.000000,19.554070,22.582093,22.526870,20.563339,23.919185,7.643438
2268.000000,19.553311,22.567774,22.509546,20.562031,23.904820,7.640673
2269.000000,19.552566,22.553463,22.492105,20.560669,23.890408,7.636318
2270.000000,19.551000,22.538417,22.473855,20.558385,23.875145,7.633819
2271.000000,19.551279,22.525705,22.457837,20.557985,23.862230,7.632729
2272.000000,19.550717,22.512124,22.440755,20.556644,23.848281,7.630439
2273.000000,19.549334,22.497720,22.422858,20.554359,23.833431,7.628176
2274.000000,19.549805,22.485568,22.407263,20.553977,23.821012,7.625942
2275.000000,19.548466,22.471412,22.389578,20.551607,23.806434,7.623735
2276.000000,19.548979,22.459473,22.374182,20.551140,23.794292,7.619907
2277.000000,19.548662,22.446607,22.357814,20.549728,23.781230,7.617963
2278.000000,19.547521,22.432854,22.340652,20.547389,23.767309,7.617287
2279.000000,19.548218,22.421415,22.325710,20.546935,23.755798,7.615505
2280.000000,19.547101,22.407853,22.308761,20.544500,23.742144,7.613727
2281.000000,19.547826,22.396582,22.294040,20.543964,23.730927,7.611947
2282.000000,19.547710,22.384270,22.278399,20.542471,23.718714,7.610157
2283.000000,19.546761,22.371115,22.261928,20.540058,23.705659,7.606726
2284.000000,19.547656,22.360233,22.247692,20.539539,23.695039,7.605103
2285.000000,19.546719,22.347236,22.231449,20.537046,23.682327,7.603413
2286.000000,19.547620,22.336483,22.217435,20.536441,23.672013,7.602973
2287.000000,19.547663,22.324716,22.202480,20.534891,23.660774,7.601307
2288.000000,19.546859,22.312107,22.186698,20.532411,23.648708,7.599559
2289.000000,19.547889,22.301668,22.173186,20.531817,23.639037,7.597713
2290.000000,19.548056,22.290217,22.158718,20.530285,23.628431,7.594130
2291.000000,19.548224,22.278942,22.144499,20.528724,23.618063,7.592254
2292.000000,19.548377,22.267560,22.130264,20.527123,23.607770,7.590200
2293.000000,19.547662,22.255314,22.115225,20.524581,23.596609,7.589567
2294.000000,19.548763,22.245266,22.102408,20.523935,23.587823,7.587340
2295.000000,19.548979,22.234205,22.088665,20.522338,23.578041,7.584908
2296.000000,19.549190,22.223301,22.075125,20.520724,23.568510,7.582249
2297.000000,19.549354,22.212314,22.061607,20.519058,23.558965,7.579344
2298.000000,19.548626,22.200411,22.047261,20.516469,23.548586,7.574662
2299.000000,19.549723,22.190740,22.035046,20.515760,23.540492,7.571394
2300.000000,19.549909,22.180001,22.021865,20.514115,23.531378,7.569616
2301.000000,19.550079,22.169469,22.008899,20.512445,23.522494,7.565916
2302.000000,19.550205,22.158818,21.995872,20.510736,23.513559,7.561867
2303.000000,19.549433,22.147323,21.982033,20.508093,23.503742,7.557449
2304.000000,19.550430,22.137999,21.970341,20.507341,23.496235,7.552642
2305.000000,19.550517,22.127710,21.957673,20.505648,23.487709,7.545964
2306.000000,19.549689,22.116559,21.944118,20.503030,23.478209,7.540511
2307.000000,19.550623,22.107551,21.932755,20.502297,23.470913,7.536399
2308.000000,19.549654,22.096495,21.919303,20.499599,23.461429,7.530252
2309.000000,19.550447,22.087596,21.908053,20.498801,23.454146,7.523634
2310.000000,19.550309,22.077746,21.895804,20.497066,23.445801,7.516531
2311.000000,19.549247,22.067040,21.882665,20.494397,23.436454,7.508933
2312.000000,19.549943,22.058466,21.871664,20.493632,23.429283,7.500827
2313.000000,19.548720,22.047896,21.858612,20.490904,23.419868,7.490662
2314.000000,19.549251,22.039463,21.847678,20.490074,23.412618,7.481716
2315.000000,19.548842,22.030105,21.835792,20.488325,23.404257,7.473839
2316.000000,19.547496,22.019881,21.823015,20.485659,23.394888,7.464010
2317.000000,19.547891,22.011850,21.812336,20.484887,23.387613,7.453649
2318.000000,19.546363,22.001792,21.799610,20.482167,23.378065,7.442756
2319.000000,19.546575,21.993942,21.789001,20.481345,23.370659,7.431336
2320.000000,19.545840,21.985148,21.777413,20.479608,23.362074,7.417830
2321.000000,19.544154,21.975509,21.764942,20.476961,23.352449,7.405580
2322.000000,19.544214,21.968123,21.754623,20.476221,23.344938,7.394390
2323.000000,19.543322,21.959819,21.743337,20.474575,23.336229,7.381328
2324.000000,19.542351,21.951697,21.732180,20.472922,23.327577,7.367795
2325.000000,19.541290,21.943644,21.720980,20.471273,23.318701,7.353813
2326.000000,19.539291,21.934748,21.708912,20.468715,23.308773,7.339403
2327.000000,19.539022,21.928032,21.699022,20.468071,23.301006,7.323073
2328.000000,19.537810,21.920430,21.688175,20.466511,23.292039,7.308083
2329.000000,19.536520,21.912990,21.677517,20.464969,23.283104,7.292719
2330.000000,19.535136,21.905606,21.666819,20.463406,23.273968,7.278666
2331.000000,19.532823,21.897402,21.655289,20.460968,23.263787,7.262896
2332.000000,19.532255,21.891365,21.645964,20.460447,23.255708,7.246885
2333.000000,19.530748,21.884430,21.635738,20.459035,23.246468,7.230671
2334.000000,19.529184,21.877664,21.625709,20.457644,23.237267,7.214295
2335.000000,19.527535,21.870902,21.615745,20.456257,23.227907,7.196361
2336.000000,19.524967,21.863325,21.604948,20.453988,23.217535,7.179975
2337.000000,19.524167,21.857920,21.596323,20.453650,23.209213,7.165250
2338.000000,19.522440,21.851612,21.586818,20.452431,23.199758,7.149047
2339.000000,19.519811,21.844473,21.576555,20.450327,23.189275,7.132910
2340.000000,19.518963,21.839479,21.568497,20.450153,23.180927,7.116888
2341.000000,19.516231,21.832486,21.558535,20.448056,23.170343,7.101032
2342.000000,19.515274,21.827649,21.550733,20.447904,23.161888,7.083943
2343.000000,19.513426,21.821879,21.542098,20.446856,23.152325,7.068752
2344.000000,19.510677,21.815245,21.532679,20.444942,23.141803,7.055672
2345.000000,19.509729,21.810760,21.525469,20.444969,23.133376,7.041368
2346.000000,19.506907,21.804252,21.516351,20.443085,23.122785,7.027479
2347.000000,19.505891,21.799868,21.509450,20.443133,23.114288,7.014053
2348.000000,19.503995,21.794561,21.501691,20.442291,23.104715,7.001137
2349.000000,19.501238,21.788382,21.493183,20.440581,23.094125,6.987224
2350.000000,19.500295,21.784288,21.486889,20.440809,23.085684,6.975659
2351.000000,19.497511,21.778129,21.478712,20.439118,23.075074,6.964700
2352.000000,19.496548,21.774113,21.472725,20.439372,23.066542,6.956119
2353.000000,19.494738,21.769087,21.465908,20.438733,23.056923,6.946742
2354.000000,19.492079,21.763197,21.458316,20.437230,23.046282,6.938109
2355.000000,19.491252,21.759400,21.452901,20.437650,23.037834,6.930250
2356.000000,19.489582,21.754634,21.446635,20.437190,23.028289,6.921651
2357.000000,19.487925,21.749936,21.440604,20.436744,23.018819,6.915619
2358.000000,19.486293,21.745202,21.434618,20.436307,23.009255,6.910403
2359.000000,19.483826,21.739558,21.427833,20.434983,22.998683,6.907608
2360.000000,19.483207,21.735975,21.423270,20.435578,22.990208,6.904302
2361.000000,19.481760,21.731421,21.417816,20.435275,22.980644,6.901877
2362.000000,19.480339,21.726901,21.412579,20.434991,22.971095,6.900339
2363.000000,19.478949,21.722338,21.407413,20.434697,22.961394,6.899688
2364.000000,19.476731,21.716843,21.401436,20.433512,22.950666,6.898476
2365.000000,19.476377,21.713372,21.397574,20.434238,22.942048,6.899771
2366.000000,19.475196,21.708910,21.392822,20.434055,22.932305,6.903558
2367.000000,19.474054,21.704501,21.388218,20.433883,22.922579,6.906756
2368.000000,19.472940,21.700039,21.383644,20.433691,22.912704,6.910788
2369.000000,19.471006,21.694633,21.378219,20.432597,22.901803,6.915632
2370.000000,19.470934,21.691265,21.374905,20.433399,22.892899,6.921264
2371.000000,19.470035,21.686893,21.370668,20.433278,22.882867,6.926234
2372.000000,19.468320,21.681585,21.365575,20.432255,22.871758,6.933537
2373.000000,19.468453,21.678291,21.362551,20.433121,22.862715,6.943226
2374.000000,19.466789,21.672933,21.357537,20.432042,22.851395,6.952078
2375.000000,19.466967,21.669591,21.354594,20.432842,22.842121,6.961552
2376.000000,19.466325,21.665252,21.350713,20.432710,22.831724,6.971610
2377.000000,19.464851,21.659974,21.345947,20.431659,22.820234,6.982207
2378.000000,19.465226,21.656728,21.343221,20.432477,22.810758,6.993300
2379.000000,19.463781,21.651411,21.338497,20.431338,22.798985,7.003327
2380.000000,19.464182,21.648124,21.335794,20.432062,22.789212,7.015470
2381.000000,19.463741,21.643836,21.332145,20.431838,22.778236,7.029595
2382.000000,19.462467,21.638573,21.327543,20.430675,22.766210,7.042590
2383.000000,19.463032,21.635351,21.324992,20.431376,22.756214,7.055849
2384.000000,19.461770,21.630044,21.320384,20.430103,22.743940,7.069326
2385.000000,19.462340,21.626779,21.317810,20.430678,22.733690,7.082975
2386.000000,19.462052,21.622520,21.314277,20.430300,22.722290,7.095182
2387.000000,19.460911,21.617309,21.309793,20.428968,22.709792,7.109243
2388.000000,19.461597,21.614105,21.307298,20.429481,22.699282,7.124916
2389.000000,19.461428,21.609891,21.303825,20.429026,22.687612,7.139191
2390.000000,19.461260,21.605723,21.300344,20.428510,22.675905,7.153424
2391.000000,19.461087,21.601479,21.296812,20.427911,22.663983,7.167577
2392.000000,19.460043,21.596308,21.292323,20.426346,22.651035,7.181616
2393.000000,19.460825,21.593154,21.289793,20.426614,22.640073,7.194046
2394.000000,19.460726,21.589017,21.286266,20.425895,22.628014,7.207945
2395.000000,19.460633,21.584888,21.282754,20.425120,22.615927,7.221604
2396.000000,19.460522,21.580713,21.279139,20.424241,22.603690,7.236583
2397.000000,19.459548,21.575577,21.274560,20.422397,22.590397,7.249918
2398.000000,19.460385,21.572476,21.271988,20.422375,22.579185,7.262968
2399.000000,19.460351,21.568392,21.268401,20.421365,22.566841,7.275710
2400.000000,19.460300,21.564304,21.264835,20.420287,22.554552,7.288127
2401.000000,19.460228,21.560203,21.261180,20.419108,22.542117,7.298807
2402.000000,19.459283,21.555119,21.256552,20.416956,22.528739,7.310702
2403.000000,19.460144,21.552069,21.253911,20.416615,22.517420,7.323818
2404.000000,19.460128,21.548008,21.250251,20.415292,22.505092,7.335144
2405.000000,19.459250,21.542979,21.245649,20.412984,22.491779,7.346082
2406.000000,19.460177,21.539983,21.243026,20.412494,22.480575,7.356624
2407.000000,19.459249,21.534929,21.238331,20.409986,22.467245,7.366763
2408.000000,19.460128,21.531891,21.235622,20.409301,22.456034,7.374965
2409.000000,19.460131,21.527906,21.231908,20.407629,22.443813,7.384486
2410.000000,19.459269,21.522974,21.227267,20.404979,22.430678,7.395269
2411.000000,19.460215,21.520050,21.224579,20.404147,22.419706,7.404155
2412.000000,19.459312,21.515080,21.219877,20.401302,22.406654,7.412629
2413.000000,19.460217,21.512126,21.217135,20.400283,22.395791,7.420691
2414.000000,19.460256,21.508203,21.213446,20.398278,22.383970,7.428342
2415.000000,19.459425,21.503325,21.208796,20.395299,22.371268,7.434019
2416.000000,19.460417,21.500465,21.206156,20.394152,22.360776,7.441055
2417.000000,19.459552,21.495579,21.201475,20.390999,22.348207,7.447655
2418.000000,19.460508,21.492715,21.198827,20.389675,22.337925,7.455498
2419.000000,19.460592,21.488934,21.195234,20.387380,22.326671,7.461477
2420.000000,19.459814,21.484196,21.190699,20.384119,22.314594,7.467055
2421.000000,19.460841,21.481494,21.188178,20.382683,22.304794,7.472234
2422.000000,19.460998,21.477828,21.184749,20.380282,22.294057,7.475587
2423.000000,19.461156,21.474203,21.181336,20.377818,22.283576,7.480157
2424.000000,19.461292,21.470573,21.177964,20.375283,22.273156,7.484306
2425.000000,19.460563,21.466019,21.173639,20.371795,22.261975,7.489861
2426.000000,19.461659,21.463545,21.171401,20.370150,22.252965,7.493438
2427.000000,19.461874,21.460123,21.168203,20.367552,22.243120,7.496629
2428.000000,19.462095,21.456763,21.165124,20.364906,22.233483,7.499435
2429.000000,19.462292,21.453410,21.162058,20.362204,22.223946,7.501857
2430.000000,19.461630,21.449160,21.158156,20.358562,22.213622,7.502479
2431.000000,19.462771,21.446973,21.156293,20.356774,22.205543,7.504320
2432.000000,19.463040,21.443863,21.153569,20.354041,22.196616,7.507763
2433.000000,19.463299,21.440850,21.150927,20.351286,22.187881,7.509086
2434.000000,19.463533,21.437876,21.148353,20.348480,22.179224,7.510042
